Gene	mat_SRR364453	pat_SRR364453	pat_SRR364454	mat_SRR364454	mat_SRR415002	pat_SRR415002	pat_SRR415003	mat_SRR415003
GRMZM2G444378	23	0	21	0	23	0	21	0
GRMZM2G444383	0	39	0	55	0	37	0	50
GRMZM2G444533	55	14	17	22	55	14	16	22
GRMZM2G444540	2	0	4	0	2	0	4	0
GRMZM2G444543	43	54	36	142	40	51	35	138
GRMZM2G444560	19	0	13	11	16	0	11	9
GRMZM2G444621	3	3	23	59	3	3	22	59
GRMZM2G444643	222	103	154	177	210	99	140	170
GRMZM2G444748	9	3	7	36	9	3	7	34
GRMZM2G444801	1018	374	304	672	965	351	286	651
GRMZM2G444808	1643	1067	996	1961	1567	1005	960	1880
GRMZM2G444845	44	3	6	4	40	3	6	4
GRMZM2G444874	2	20	0	34	2	19	0	32
GRMZM2G445057	942	239	387	372	894	223	371	358
GRMZM2G445059	0	1	3	2	0	1	3	2
GRMZM2G445100	553	190	371	495	520	182	361	478
GRMZM2G445163	347	226	183	469	324	216	175	442
GRMZM2G445169	67	61	168	161	64	56	164	149
GRMZM2G445261	1	0	0	0	1	0	0	0
GRMZM2G445478	39	21	12	12	37	21	11	12
GRMZM2G445575	8	4	0	10	8	4	0	9
GRMZM2G445602	43	5	0	14	43	5	0	13
GRMZM2G445616	2	15	4	19	2	15	4	19
GRMZM2G445617	39	26	10	36	39	25	10	34
GRMZM2G445634	102	45	74	154	99	44	69	148
GRMZM2G445905	1330	990	902	1652	1262	944	854	1589
GRMZM2G446047	3	2	2	4	3	2	2	3
GRMZM2G446050	1415	632	1022	1841	1375	599	992	1777
GRMZM2G446108	12	18	6	50	12	16	6	48
GRMZM2G446171	44	30	33	82	44	30	33	76
GRMZM2G446185	9	1	8	0	8	1	8	0
GRMZM2G446189	12	99	25	101	12	92	24	98
GRMZM2G446201	106	2	58	14	103	2	56	13
GRMZM2G446220	1224	602	579	1049	1170	578	563	999
GRMZM2G446234	526	130	295	447	505	126	283	428
GRMZM2G446253	4	0	3	0	3	0	3	0
GRMZM2G446313	11	13	12	42	10	13	12	42
GRMZM2G446515	141	41	70	89	131	38	68	85
GRMZM2G446872	563	239	307	605	539	224	293	577
GRMZM2G446895	1088	397	516	819	1021	374	496	791
GRMZM2G446921	219	188	125	324	208	179	119	313
GRMZM2G446999	18	25	12	50	16	25	12	47
GRMZM2G447151	1	0	2	1	0	0	2	0
GRMZM2G447195	258	197	143	440	245	191	136	414
GRMZM2G447271	1	0	0	0	1	0	0	0
GRMZM2G447347	3	5	6	3	3	5	6	3
GRMZM2G447406	71	1175	1428	10	66	1117	1356	10
GRMZM2G447455	622	372	330	776	588	357	319	751
GRMZM2G447480	1	0	0	2	1	0	0	2
GRMZM2G447535	23	10	19	31	21	10	19	30
GRMZM2G447542	3	2	1	3	3	2	1	3
GRMZM2G447617	192	96	108	182	180	88	101	172
GRMZM2G447691	32	12	21	30	31	12	21	29
GRMZM2G447745	1086	426	653	1017	1038	407	630	985
GRMZM2G447795	0	1	4	22	0	1	4	22
GRMZM2G447976	25	5	14	16	25	5	14	16
GRMZM2G447984	803	513	672	1542	758	488	637	1493
GRMZM2G447989	37	22	8	42	36	19	8	40
GRMZM2G448001	14	27	4	20	14	27	4	19
GRMZM2G448051	1	0	0	0	1	0	0	0
GRMZM2G448104	375	173	217	423	355	166	206	409
GRMZM2G448185	12	20	11	35	12	20	11	35
GRMZM2G448213	54	77	46	127	52	73	43	122
GRMZM2G448258	221	148	104	278	210	140	97	268
GRMZM2G448282	22	24	27	45	21	24	25	45
GRMZM2G448330	52	17	27	63	51	16	23	59
GRMZM2G448368	61	25	31	54	58	25	29	52
GRMZM2G448446	544	236	297	296	524	223	287	279
GRMZM2G448456	1954	535	1034	1042	1844	504	986	991
GRMZM2G448511	0	1	1	1	0	1	1	1
GRMZM2G448605	0	1	0	0	0	1	0	0
GRMZM2G448607	3179	839	2898	2276	3010	799	2760	2194
GRMZM2G448656	2	1	0	0	1	1	0	0
GRMZM2G448692	7	66	7	133	6	61	7	127
GRMZM2G448701	4	2	1	4	4	2	1	4
GRMZM2G448834	29	7	8	14	27	7	8	14
GRMZM2G448883	13	4	10	30	13	4	10	30
GRMZM2G448925	7	21	5	25	7	18	5	23
GRMZM2G448927	175	0	80	1	163	0	79	1
GRMZM2G449019	1	0	0	0	1	0	0	0
GRMZM2G449083	180	62	117	150	174	61	115	147
GRMZM2G449123	1040	43	518	120	989	41	500	115
GRMZM2G449133	94	1	58	0	85	1	53	0
GRMZM2G449165	3	12	6	23	3	12	6	23
GRMZM2G449177	163	79	59	143	155	78	55	135
GRMZM2G449274	1420	1124	1011	3377	1358	1066	973	3246
GRMZM2G449355	200	166	128	253	190	160	124	246
GRMZM2G449479	2	0	0	0	2	0	0	0
GRMZM2G449489	3	402	1211	9	3	382	1162	8
GRMZM2G449496	4	0	0	2	3	0	0	2
GRMZM2G449552	11	6	9	16	10	6	8	15
GRMZM2G449558	1	13	1	36	1	13	1	36
GRMZM2G449569	86	57	30	83	83	53	29	81
GRMZM2G449681	27	2	18	13	26	2	18	11
GRMZM2G449717	11	0	0	0	11	0	0	0
GRMZM2G449779	244	128	117	277	237	122	112	268
GRMZM2G449817	36	32	14	49	36	28	14	47
GRMZM2G449944	2	1	5	2	2	1	5	2
GRMZM2G450048	1	0	0	0	1	0	0	0
GRMZM2G450069	3	3	2	3	3	3	2	3
GRMZM2G450071	143	1	1	126	137	1	1	125
GRMZM2G450273	1	0	1	0	1	0	1	0
GRMZM2G450424	308	113	212	208	294	106	202	194
GRMZM2G450445	4	3	26	111	4	3	26	109
GRMZM2G450488	147	28	101	52	143	27	99	52
GRMZM2G450498	295	320	134	482	277	311	129	464
GRMZM2G450822	2	1	11	6	2	1	8	6
GRMZM2G450833	4	12	12	22	4	12	11	21
GRMZM2G450920	765	238	503	672	722	231	485	644
GRMZM2G451007	11	16	13	20	11	15	13	19
GRMZM2G451031	1	0	0	0	1	0	0	0
GRMZM2G451097	1	0	0	0	1	0	0	0
GRMZM2G451224	8	7	0	13	8	7	0	12
GRMZM2G451231	5	5	3	13	4	5	3	13
GRMZM2G451254	3401	745	2565	2315	3219	705	2448	2228
GRMZM2G451281	405	245	246	581	385	235	239	564
GRMZM2G451308	11	0	9	2	11	0	9	2
GRMZM2G451314	746	356	428	762	701	336	407	727
GRMZM2G451325	12	1	3	2	10	1	3	2
GRMZM2G451327	31	29	20	48	30	27	20	47
GRMZM2G451366	2115	532	1098	782	2007	506	1051	757
GRMZM2G451374	0	5	0	4	0	4	0	3
GRMZM2G451533	1	0	0	0	1	0	0	0
GRMZM2G451672	690	388	550	774	657	371	532	741
GRMZM2G451716	405	194	197	507	386	187	189	492
GRMZM2G451769	7	0	6	5	6	0	6	5
GRMZM2G451792	15	7	3	11	15	6	3	11
GRMZM2G451965	904	308	464	468	863	292	438	446
GRMZM2G451975	5	8	2	13	5	8	2	12
GRMZM2G452026	69	12	51	12	62	12	47	12
GRMZM2G452084	3	0	0	3	3	0	0	3
GRMZM2G452142	39	26	43	67	37	25	43	65
GRMZM2G452523	9	4	8	8	7	4	8	7
GRMZM2G452564	556	186	413	512	533	177	398	496
GRMZM2G452580	1531	516	841	1012	1461	496	811	971
GRMZM2G452630	355	233	347	818	336	226	330	784
GRMZM2G452671	18	8	13	25	18	5	12	24
GRMZM2G452695	9	16	6	26	9	16	6	26
GRMZM2G452717	12	2	6	4	10	2	6	4
GRMZM2G452807	0	3	0	0	0	3	0	0
GRMZM2G452935	250	59	108	113	233	56	102	108
GRMZM2G453001	26	13	13	25	25	11	13	24
GRMZM2G453320	1	0	0	1	1	0	0	1
GRMZM2G453349	58	39	65	65	54	37	61	62
GRMZM2G453388	1003	425	392	626	964	415	375	601
GRMZM2G453424	1242	482	654	943	1179	458	626	910
GRMZM2G453565	15	8	10	3	15	8	10	3
GRMZM2G453575	0	1	0	6	0	1	0	6
GRMZM2G453805	2	0	0	0	2	0	0	0
GRMZM2G453832	46	30	31	40	41	30	30	37
GRMZM2G453879	35	18	20	57	33	17	20	53
GRMZM2G454022	0	1	0	0	0	1	0	0
GRMZM2G454039	10	1	8	4	10	1	8	4
GRMZM2G454081	116	42	69	117	107	41	68	111
GRMZM2G454176	106	38	78	97	102	36	73	95
GRMZM2G454225	6	0	0	0	6	0	0	0
GRMZM2G454306	2	0	3	5	2	0	3	5
GRMZM2G454594	5	1	14	16	5	1	14	16
GRMZM2G454797	0	4	0	14	0	4	0	14
GRMZM2G454889	0	1	3	0	0	1	3	0
GRMZM2G454928	33	10	10	21	30	9	9	20
GRMZM2G454952	226	152	146	345	218	148	140	333
GRMZM2G455075	2	0	1	0	2	0	0	0
GRMZM2G455115	7	3	10	11	7	3	8	10
GRMZM2G455128	2	1	0	5	2	1	0	5
GRMZM2G455243	430	94	350	269	407	90	338	255
GRMZM2G455476	0	1	0	5	0	1	0	5
GRMZM2G455587	4	5	7	14	4	5	5	14
GRMZM2G455642	1	0	0	0	1	0	0	0
GRMZM2G455687	183	70	71	130	175	67	68	126
GRMZM2G455749	60	32	31	39	57	31	30	37
GRMZM2G455769	8	9	4	15	8	9	4	14
GRMZM2G455784	0	4	0	10	0	3	0	9
GRMZM2G455809	3	0	0	1	3	0	0	1
GRMZM2G455817	0	3	1	0	0	3	1	0
GRMZM2G455828	6191	4291	2739	8548	5783	4061	2570	8132
GRMZM2G455859	0	6	0	6	0	6	0	6
GRMZM2G455978	54	3	18	10	50	3	17	10
GRMZM2G456023	262	132	190	326	249	125	186	309
GRMZM2G456059	14	32	2	24	13	31	2	22
GRMZM2G456086	223	44	135	114	218	39	132	109
GRMZM2G456114	38	6	27	45	35	6	24	39
GRMZM2G456123	24	14	15	21	24	14	15	19
GRMZM2G456132	17	6	4	36	16	6	4	35
GRMZM2G456147	4	3	1	2	4	3	1	2
GRMZM2G456149	0	4	0	1	0	4	0	1
GRMZM2G456158	5	1	2	0	4	1	2	0
GRMZM2G456217	584	197	199	443	563	183	190	419
GRMZM2G456241	12	3	8	16	10	2	8	16
GRMZM2G456357	5	2	11	3	5	2	11	3
GRMZM2G456452	17	1	11	10	16	0	11	10
GRMZM2G456471	3	0	11	15	3	0	10	15
GRMZM2G456473	0	2	1	0	0	2	1	0
GRMZM2G456512	6	6	8	14	6	6	8	13
GRMZM2G456547	0	1	0	0	0	1	0	0
GRMZM2G456564	18	12	21	21	18	12	21	21
GRMZM2G456568	3235	1612	2095	2891	3053	1515	1993	2784
GRMZM2G456570	152	48	91	122	143	46	91	117
GRMZM2G456618	11	1	8	2	11	1	8	2
GRMZM2G456626	0	2	0	0	0	2	0	0
GRMZM2G456669	16	1	3	8	15	1	3	8
GRMZM2G456690	26	20	10	35	25	19	10	35
GRMZM2G456835	383	259	147	379	371	247	142	368
GRMZM2G456923	5	0	0	0	4	0	0	0
GRMZM2G456960	1	6	0	15	1	6	0	13
GRMZM2G456997	0	3	0	6	0	3	0	6
GRMZM2G457003	523	387	295	552	503	372	281	538
GRMZM2G457125	5	3	2	11	5	3	2	11
GRMZM2G457147	77	21	63	44	74	21	57	42
GRMZM2G457178	170	102	87	208	165	99	81	201
GRMZM2G457193	8	5	2	4	8	5	2	4
GRMZM2G457201	326	163	198	290	311	154	189	282
GRMZM2G457309	30	12	14	13	30	12	14	13
GRMZM2G457346	79	60	19	48	73	59	18	47
GRMZM2G457370	4	2	4	3	3	2	4	3
GRMZM2G457381	1535	748	715	1140	1480	716	687	1093
GRMZM2G457411	157	63	107	135	154	61	104	128
GRMZM2G457415	104	42	51	123	98	40	47	117
GRMZM2G457534	11	3	9	6	10	3	9	6
GRMZM2G457544	3	6	0	8	3	6	0	8
GRMZM2G457562	1	1	1	3	1	1	1	3
GRMZM2G457621	548	248	147	244	524	232	143	234
GRMZM2G457697	34	34	13	76	34	33	13	72
GRMZM2G457699	83	50	49	74	78	48	48	69
GRMZM2G457881	35	9	21	33	31	9	21	32
GRMZM2G457889	2808	1408	1429	2443	2667	1348	1371	2328
GRMZM2G457909	0	2	0	4	0	2	0	4
GRMZM2G458035	2	0	0	0	2	0	0	0
GRMZM2G458075	38	13	13	31	38	10	12	31
GRMZM2G458082	3	0	2	6	3	0	2	6
GRMZM2G458095	7	1	6	5	7	1	6	5
GRMZM2G458159	0	4	1	12	0	4	1	10
GRMZM2G458164	1136	569	529	969	1098	548	517	938
GRMZM2G458208	1955	1199	1494	3418	1871	1151	1425	3278
GRMZM2G458401	1	0	0	0	1	0	0	0
GRMZM2G458448	13	2	5	1	12	2	5	1
GRMZM2G458494	1	1	2	8	1	1	1	7
GRMZM2G458533	41	22	41	54	41	20	41	52
GRMZM2G458548	96	37	28	35	94	35	28	34
GRMZM2G458549	91	15	61	26	86	14	55	24
GRMZM2G458581	3	10	3	34	3	8	3	34
GRMZM2G458607	0	2	0	1	0	2	0	1
GRMZM2G458728	18	2	7	8	15	2	6	8
GRMZM2G458824	79	94	25	38	75	91	25	36
GRMZM2G458888	168	534	94	1049	152	521	92	1005
GRMZM2G458974	4	0	0	0	4	0	0	0
GRMZM2G459063	208	159	91	305	200	156	87	297
GRMZM2G459104	68	30	60	92	68	28	58	92
GRMZM2G459110	2	9	0	27	2	8	0	27
GRMZM2G459166	6	6	4	13	6	5	4	13
GRMZM2G459290	2	0	0	0	2	0	0	0
GRMZM2G459291	592	247	337	526	564	241	319	507
GRMZM2G459391	106	41	44	65	99	39	43	62
GRMZM2G459474	316	193	182	428	299	185	173	410
GRMZM2G459503	0	9	0	24	0	9	0	24
GRMZM2G459532	65	12	47	34	63	11	46	32
GRMZM2G459556	0	1	0	1	0	1	0	1
GRMZM2G459563	1	0	0	1	1	0	0	1
GRMZM2G459642	6	7	9	4	6	7	8	4
GRMZM2G459715	29	16	17	31	28	15	15	31
GRMZM2G459746	19	18	22	43	18	17	20	41
GRMZM2G459755	2	1	1	1	2	1	1	1
GRMZM2G459811	492	250	355	572	467	237	336	548
GRMZM2G459824	3	1	0	0	3	1	0	0
GRMZM2G459854	203	116	127	246	192	113	124	238
GRMZM2G459861	291	253	187	488	283	241	180	467
GRMZM2G459874	39	89	93	104	37	87	90	96
GRMZM2G460025	5	0	3	6	5	0	3	6
GRMZM2G460035	1	0	0	0	1	0	0	0
GRMZM2G460078	145	67	67	123	142	67	63	121
GRMZM2G460096	3	1	1	1	3	1	1	1
GRMZM2G460383	29	10	19	6	29	9	17	6
GRMZM2G460396	58	188	25	153	56	181	25	146
GRMZM2G460406	1394	757	665	1248	1339	722	641	1204
GRMZM2G460407	14	2	0	6	13	2	0	6
GRMZM2G460465	9	1	0	0	8	0	0	0
GRMZM2G460472	7	17	4	10	6	16	4	8
GRMZM2G460544	12	23	17	11	11	22	17	11
GRMZM2G460617	3	0	4	13	3	0	4	11
GRMZM2G460860	6393	2495	3041	4554	6097	2393	2915	4368
GRMZM2G460861	5	1	1	2	5	1	0	2
GRMZM2G460866	9	6	3	8	9	6	3	8
GRMZM2G460988	175	58	72	102	166	57	68	101
GRMZM2G461139	346	70	180	137	328	66	176	127
GRMZM2G461159	46	75	39	140	42	71	36	130
GRMZM2G461269	190	91	68	170	187	86	66	161
GRMZM2G461278	222	72	68	143	208	68	66	137
GRMZM2G461356	1811	1021	949	1846	1718	967	914	1785
GRMZM2G461447	103	47	86	118	97	47	83	117
GRMZM2G461533	1	0	0	0	0	0	0	0
GRMZM2G461557	127	95	91	173	118	92	85	168
GRMZM2G461793	1972	984	995	1989	1879	938	947	1888
GRMZM2G461804	130	92	76	247	123	84	74	241
GRMZM2G461808	119	80	56	182	114	75	53	179
GRMZM2G461936	602	222	361	484	569	211	343	466
GRMZM2G461948	63	41	36	68	60	41	35	64
GRMZM2G462047	1	0	0	0	1	0	0	0
GRMZM2G462062	93	57	45	115	90	50	43	113
GRMZM2G462080	1	0	0	6	1	0	0	5
GRMZM2G462118	35	22	40	74	33	20	38	70
GRMZM2G462140	4407	2549	2631	5781	4189	2424	2482	5546
GRMZM2G462239	0	25	0	25	0	23	0	23
GRMZM2G462325	12	3	5	8	12	3	5	7
GRMZM2G462417	14	9	6	27	14	9	6	25
GRMZM2G462422	2	5	1	3	2	5	1	3
GRMZM2G462537	87	9	56	18	83	9	56	18
GRMZM2G462625	73	27	26	44	68	27	24	44
GRMZM2G462711	81	0	50	0	75	0	50	0
GRMZM2G462760	34	0	14	1	33	0	14	1
GRMZM2G462803	752	437	461	843	723	413	443	791
GRMZM2G462924	0	1	0	0	0	1	0	0
GRMZM2G463032	1074	765	585	1586	998	727	554	1511
GRMZM2G463227	25	30	34	22	24	29	33	21
GRMZM2G463267	38	0	13	0	38	0	12	0
GRMZM2G463280	78	0	12	0	73	0	11	0
GRMZM2G463318	3	3	0	1	3	2	0	1
GRMZM2G463415	2	2	3	0	2	2	3	0
GRMZM2G463462	72	44	51	208	68	43	46	201
GRMZM2G463464	179	91	105	208	170	89	98	201
GRMZM2G463493	4	8	5	24	4	8	4	23
GRMZM2G463525	108	61	106	259	99	57	101	239
GRMZM2G463574	70	25	37	63	68	25	31	62
GRMZM2G463577	1	2	0	0	1	2	0	0
GRMZM2G463580	6	7	4	7	6	7	4	7
GRMZM2G463726	113	86	56	98	106	82	55	98
GRMZM2G463871	1	0	0	2	1	0	0	2
GRMZM2G463983	0	1	0	5	0	1	0	5
GRMZM2G464000	1703	660	852	1053	1634	627	829	1022
GRMZM2G464011	65	23	99	97	61	22	94	92
GRMZM2G464244	0	1	0	2	0	1	0	2
GRMZM2G464328	101	43	34	58	95	41	32	57
GRMZM2G464393	12	4	8	3	12	4	8	3
GRMZM2G464491	2	3	1	11	2	3	1	11
GRMZM2G464515	5	0	0	5	5	0	0	5
GRMZM2G464523	17	22	14	19	17	21	13	17
GRMZM2G464575	522	246	261	482	498	239	250	466
GRMZM2G464754	675	438	275	810	645	415	258	776
GRMZM2G464818	28	7	5	24	26	5	5	22
GRMZM2G464891	6	6	1	3	6	6	1	3
GRMZM2G464976	1029	420	440	789	980	397	422	763
GRMZM2G464985	87	28	46	70	81	28	43	67
GRMZM2G465091	7	0	1	2	7	0	1	2
GRMZM2G465169	596	333	383	607	574	317	372	582
GRMZM2G465208	8	6	6	19	8	6	5	18
GRMZM2G465257	50	30	21	19	48	29	21	19
GRMZM2G465287	23	19	16	33	21	19	15	31
GRMZM2G465333	2057	1602	1465	3822	1971	1534	1415	3689
GRMZM2G465444	76	47	48	79	73	46	47	78
GRMZM2G465553	1360	1629	1204	2125	1292	1566	1148	2047
GRMZM2G465617	20	0	0	0	19	0	0	0
GRMZM2G465689	6	0	0	0	6	0	0	0
GRMZM2G465728	50	28	19	26	49	28	19	25
GRMZM2G465769	162	71	85	189	154	68	84	179
GRMZM2G465771	50	39	23	82	43	36	22	78
GRMZM2G465806	1	2	0	0	1	2	0	0
GRMZM2G465812	1	0	0	0	1	0	0	0
GRMZM2G465833	200	101	125	182	189	98	118	176
GRMZM2G465868	0	1	0	0	0	1	0	0
GRMZM2G465953	1	5	0	13	1	4	0	13
GRMZM2G466139	501	249	285	496	474	236	273	471
GRMZM2G466265	0	9	0	21	0	9	0	19
GRMZM2G466270	179	103	97	159	172	93	92	157
GRMZM2G466281	28	17	14	27	26	17	13	27
GRMZM2G466298	2	0	0	0	2	0	0	0
GRMZM2G466309	0	1	0	3	0	1	0	3
GRMZM2G466394	15	6	9	19	14	6	8	19
GRMZM2G466543	15	4	4	13	15	4	3	11
GRMZM2G466545	6	0	6	2	6	0	6	2
GRMZM2G466549	11	9	0	23	10	9	0	22
GRMZM2G466743	1	0	0	0	1	0	0	0
GRMZM2G466833	2940	1383	2032	3639	2806	1315	1938	3474
GRMZM2G466835	6	0	9	13	6	0	8	12
GRMZM2G466984	0	1	1	1	0	1	1	1
GRMZM2G466993	27	2	1	8	26	2	1	7
GRMZM2G467007	49	24	40	49	48	23	40	49
GRMZM2G467059	1490	625	1038	1768	1415	592	995	1694
GRMZM2G467072	1	0	0	0	1	0	0	0
GRMZM2G467086	348	101	200	233	328	87	188	218
GRMZM2G467123	15	9	27	35	14	9	27	34
GRMZM2G467134	103	95	122	257	95	91	118	244
GRMZM2G467147	68	67	67	187	65	64	66	180
GRMZM2G467159	35	177	141	147	34	172	139	138
GRMZM2G467169	1410	900	755	1643	1345	859	711	1580
GRMZM2G467184	34	16	32	91	33	15	30	87
GRMZM2G467187	3	0	2	0	3	0	2	0
GRMZM2G467263	305	158	139	208	290	154	131	200
GRMZM2G467338	61	15	35	49	57	15	35	44
GRMZM2G467339	104	57	60	54	100	52	57	48
GRMZM2G467356	194	45	120	90	188	44	115	87
GRMZM2G467370	53	70	41	52	49	66	40	50
GRMZM2G467435	13	1	0	2	13	1	0	2
GRMZM2G467466	39	21	29	54	38	19	27	53
GRMZM2G467528	39	8	33	35	37	8	31	34
GRMZM2G467640	3	0	1	0	3	0	1	0
GRMZM2G467671	1	0	0	0	1	0	0	0
GRMZM2G467682	10	30	4	33	8	30	4	33
GRMZM2G467703	4	72	0	83	4	71	0	81
GRMZM2G467717	532	237	358	604	509	232	343	591
GRMZM2G467799	859	362	377	683	811	344	363	655
GRMZM2G467902	0	1	0	0	0	1	0	0
GRMZM2G467992	236	173	132	420	221	160	123	407
GRMZM2G468056	2	1	0	2	2	1	0	2
GRMZM2G468111	121	28	239	319	115	25	235	303
GRMZM2G468132	187	54	142	159	180	51	137	149
GRMZM2G468260	399	179	213	312	381	163	211	301
GRMZM2G468299	41	19	18	36	39	18	18	36
GRMZM2G468348	1	0	0	0	1	0	0	0
GRMZM2G468439	266	135	141	229	258	131	135	215
GRMZM2G468535	82	52	40	110	79	47	38	105
GRMZM2G468585	2	0	2	2	2	0	2	2
GRMZM2G468593	14	5	3	4	14	5	3	4
GRMZM2G468661	9	7	6	18	8	6	6	17
GRMZM2G468682	11	4	6	16	11	4	6	16
GRMZM2G468693	56	11	27	59	53	11	27	56
GRMZM2G468756	106	38	103	211	103	37	99	203
GRMZM2G468799	218	275	162	586	210	266	153	563
GRMZM2G468855	1321	448	914	1244	1260	424	882	1211
GRMZM2G469012	6	1	9	3	6	1	9	2
GRMZM2G469111	1986	1433	1430	3237	1886	1361	1362	3067
GRMZM2G469142	126	79	63	178	117	72	59	166
GRMZM2G469162	290	111	246	377	278	105	237	359
GRMZM2G469313	4	0	2	0	4	0	2	0
GRMZM2G469371	8	4	2	0	8	4	2	0
GRMZM2G469409	232	25	156	65	214	24	149	65
GRMZM2G469414	0	1	1	0	0	1	1	0
GRMZM2G469469	61	3	38	5	59	3	37	5
GRMZM2G469477	110	17	33	28	109	17	29	27
GRMZM2G469499	5	0	4	2	5	0	4	2
GRMZM2G469523	1018	493	453	787	984	475	437	763
GRMZM2G469697	25	30	12	53	25	30	12	52
GRMZM2G469721	0	16	0	47	0	16	0	46
GRMZM2G469747	245	77	135	54	233	73	129	52
GRMZM2G469795	1676	478	876	751	1608	457	844	727
GRMZM2G469828	1	2	3	13	1	2	3	12
GRMZM2G469873	238	150	156	423	228	144	150	404
GRMZM2G469955	4	0	0	5	4	0	0	4
GRMZM2G469969	469	348	251	501	437	331	234	474
GRMZM2G470075	1	0	1	4	1	0	1	3
GRMZM2G470103	56	8	24	5	54	7	23	4
GRMZM2G470280	1	0	0	0	1	0	0	0
GRMZM2G470292	165	115	129	204	155	111	121	196
GRMZM2G470302	1	0	0	0	1	0	0	0
GRMZM2G470305	3	10	4	9	3	10	4	8
GRMZM2G470307	52	17	39	53	50	15	39	49
GRMZM2G470365	9	4	10	18	9	3	9	18
GRMZM2G470422	1	0	5	0	1	0	5	0
GRMZM2G470438	186	24	133	36	183	23	128	32
GRMZM2G470442	294	122	153	220	284	116	147	215
GRMZM2G470461	3	2	3	3	2	2	3	3
GRMZM2G470499	115	0	64	0	108	0	62	0
GRMZM2G470513	1637	848	900	1526	1548	801	869	1460
GRMZM2G470556	360	176	321	221	338	167	307	215
GRMZM2G470862	312	71	162	166	298	70	155	162
GRMZM2G470863	1	0	0	8	1	0	0	8
GRMZM2G470914	323	142	223	307	299	133	211	299
GRMZM2G470942	64	13	34	36	63	13	34	34
GRMZM2G471089	3	0	0	7	3	0	0	7
GRMZM2G471108	47	0	24	12	46	0	23	11
GRMZM2G471142	6	0	0	1	5	0	0	1
GRMZM2G471186	4	4	15	21	4	3	15	19
GRMZM2G471196	1	16	4	19	1	16	4	19
GRMZM2G471269	48	165	25	255	46	155	24	244
GRMZM2G471348	169	83	101	136	160	79	95	130
GRMZM2G471517	1379	84	586	200	1298	83	554	193
GRMZM2G471529	526	318	267	565	502	303	254	544
GRMZM2G471600	31	31	19	54	30	30	18	53
GRMZM2G471779	110	39	48	75	108	37	47	71
GRMZM2G471805	5	1	3	5	5	1	3	5
GRMZM2G471904	0	1	2	2	0	1	2	2
GRMZM2G472052	369	647	986	180	358	623	935	176
GRMZM2G472060	8	8	4	13	8	8	4	13
GRMZM2G472096	0	2	26	0	0	2	23	0
GRMZM2G472167	3	1	0	4	3	1	0	4
GRMZM2G472311	1	0	1	2	1	0	1	2
GRMZM2G472346	1698	642	718	1147	1616	601	693	1104
GRMZM2G472376	179	172	139	239	170	165	134	228
GRMZM2G472382	63	24	35	28	62	22	33	26
GRMZM2G472428	285	159	140	217	271	149	137	209
GRMZM2G472449	10	121	4	171	10	112	4	166
GRMZM2G472453	17	2	3	2	16	2	3	2
GRMZM2G472625	1035	493	578	981	978	469	552	929
GRMZM2G472643	4	4	10	17	3	4	10	14
GRMZM2G472651	155	45	105	61	150	44	104	58
GRMZM2G472654	75	47	19	67	68	46	18	66
GRMZM2G472693	77	62	39	111	74	61	37	106
GRMZM2G472696	4353	1513	2454	3864	4142	1431	2351	3729
GRMZM2G472770	132	58	50	110	125	57	48	109
GRMZM2G472780	419	31	189	30	397	27	185	30
GRMZM2G472827	183	238	69	272	175	229	66	262
GRMZM2G472905	2	0	0	3	2	0	0	2
GRMZM2G472945	19	8	9	26	18	8	9	23
GRMZM2G472991	924	251	435	538	886	237	412	517
GRMZM2G473001	838	43	559	51	804	42	537	50
GRMZM2G473016	3	2	2	2	3	2	2	2
GRMZM2G473036	0	27	0	102	0	24	0	100
GRMZM2G473111	0	1	0	1	0	1	0	1
GRMZM2G473147	1	0	0	0	1	0	0	0
GRMZM2G473162	207	54	121	130	193	52	121	128
GRMZM2G473250	8	4	4	3	8	4	4	3
GRMZM2G473258	5	8	3	10	5	7	3	10
GRMZM2G473274	5	0	0	0	5	0	0	0
GRMZM2G473385	22	9	12	37	21	8	12	36
GRMZM2G473463	1234	831	636	1672	1171	800	616	1591
GRMZM2G473511	12	64	3	33	11	60	3	33
GRMZM2G473533	146	83	76	161	140	77	72	154
GRMZM2G473711	0	4	0	1	0	3	0	0
GRMZM2G473743	1	5	2	8	1	5	2	8
GRMZM2G473788	933	552	473	896	887	530	459	868
GRMZM2G473906	38	16	37	59	35	16	34	58
GRMZM2G473925	6	4	1	6	6	4	1	6
GRMZM2G474039	6	3	1	13	6	3	1	13
GRMZM2G474113	13	1	10	3	12	1	9	3
GRMZM2G474119	133	35	94	106	128	34	90	101
GRMZM2G474153	2	0	0	0	2	0	0	0
GRMZM2G474194	84	1	0	21	83	1	0	20
GRMZM2G474236	102	57	93	69	100	53	90	66
GRMZM2G474258	7	1	0	2	7	1	0	2
GRMZM2G474326	1	0	2	0	1	0	2	0
GRMZM2G474462	45	1	16	11	42	1	16	10
GRMZM2G474531	222	40	120	87	211	39	119	84
GRMZM2G474537	15	5	4	8	14	4	4	8
GRMZM2G474546	202	13	72	21	194	13	70	21
GRMZM2G474555	2	0	1	3	2	0	1	3
GRMZM2G474575	182	762	419	1634	167	710	393	1542
GRMZM2G474656	0	75	0	172	0	69	0	160
GRMZM2G474658	6	0	4	4	6	0	4	4
GRMZM2G474685	15	19	10	44	15	17	10	41
