Gene	mat_SRR364453	pat_SRR364453	pat_SRR364454	mat_SRR364454	mat_SRR415002	pat_SRR415002	pat_SRR415003	mat_SRR415003
GRMZM2G474726	1247	501	518	733	1187	478	497	703
GRMZM2G474783	2	0	1	4	2	0	1	4
GRMZM2G474798	388	155	264	431	373	147	258	413
GRMZM2G475017	50	23	34	57	48	23	33	57
GRMZM2G475059	78	21	158	293	77	21	155	281
GRMZM2G475263	1427	619	761	1377	1356	586	725	1317
GRMZM2G475265	0	45	0	47	0	42	0	47
GRMZM2G475289	2	0	0	0	2	0	0	0
GRMZM2G475293	2918	1762	1352	3185	2768	1685	1302	3050
GRMZM2G475296	2	0	0	0	2	0	0	0
GRMZM2G475305	11	67	60	37	10	64	59	37
GRMZM2G475360	839	522	448	912	800	500	432	872
GRMZM2G475362	9	3	10	16	9	3	10	16
GRMZM2G475380	80	66	23	52	78	66	22	51
GRMZM2G475495	354	267	234	448	341	253	220	440
GRMZM2G475504	52	22	31	47	51	21	29	45
GRMZM2G475647	4	13	5	22	4	12	5	21
GRMZM2G475673	0	1	0	0	0	1	0	0
GRMZM2G475702	5	4	4	15	5	4	4	13
GRMZM2G475882	34	94	26	176	34	91	25	174
GRMZM2G475884	0	1	0	0	0	0	0	0
GRMZM2G475897	87	36	61	138	83	34	58	129
GRMZM2G475899	129	108	132	479	123	98	126	460
GRMZM2G475956	36	12	18	17	36	11	17	17
GRMZM2G475994	3	1	0	2	2	1	0	2
GRMZM2G476009	171	74	64	88	162	70	59	87
GRMZM2G476107	18	8	20	20	18	7	19	19
GRMZM2G476175	26	0	0	15	25	0	0	15
GRMZM2G476477	15	8	5	14	14	8	5	13
GRMZM2G476538	14	4	2	7	13	4	2	7
GRMZM2G476555	540	192	284	398	514	185	276	386
GRMZM2G476593	34	26	21	58	33	25	21	57
GRMZM2G476637	2	12	0	15	2	12	0	15
GRMZM2G476685	2	18	0	38	2	18	0	37
GRMZM2G476810	48	35	57	98	47	33	55	93
GRMZM2G476843	15	16	5	41	14	16	5	40
GRMZM2G476933	30	61	75	3	28	57	74	3
GRMZM2G476970	5	0	0	0	5	0	0	0
GRMZM2G477019	1	0	0	0	1	0	0	0
GRMZM2G477113	1	49	1	8	1	45	1	8
GRMZM2G477139	11	1	26	32	11	1	25	30
GRMZM2G477146	336	193	184	447	315	183	178	431
GRMZM2G477200	10	17	12	35	10	15	12	34
GRMZM2G477205	557	226	345	443	535	217	332	436
GRMZM2G477236	724	220	282	501	673	214	267	477
GRMZM2G477325	610	1552	492	5641	582	1480	460	5393
GRMZM2G477340	5	4	2	8	5	4	2	8
GRMZM2G477491	9	7	12	18	9	7	9	16
GRMZM2G477503	14	339	114	6	14	324	113	6
GRMZM2G477609	23	3	6	13	23	3	5	13
GRMZM2G477632	11	0	2	0	11	0	2	0
GRMZM2G477683	1	0	4	0	1	0	4	0
GRMZM2G477688	13	38	12	81	12	36	9	79
GRMZM2G477694	256	76	150	211	242	73	147	199
GRMZM2G477741	201	74	116	122	191	71	113	114
GRMZM2G477743	5	1	3	5	5	1	3	5
GRMZM2G477762	3	1	2	0	3	1	2	0
GRMZM2G477829	2	1	8	11	2	1	8	9
GRMZM2G477846	13	3	4	8	13	3	4	8
GRMZM2G477847	23	159	155	18	17	149	151	18
GRMZM2G477872	83	40	29	59	82	40	27	55
GRMZM2G477885	74	0	35	0	71	0	35	0
GRMZM2G477894	0	2	0	1	0	2	0	1
GRMZM2G478370	4	2	4	5	4	2	4	5
GRMZM2G478382	72	27	45	107	70	27	43	104
GRMZM2G478414	6	2	4	3	6	2	4	3
GRMZM2G478417	207	108	209	244	204	102	199	233
GRMZM2G478430	66	13	52	31	65	12	52	29
GRMZM2G478553	4	0	4	5	4	0	4	5
GRMZM2G478568	3	0	0	2	3	0	0	2
GRMZM2G478599	0	1	4	2	0	0	4	2
GRMZM2G478621	40	17	14	20	39	15	14	19
GRMZM2G478624	5	3	0	0	5	2	0	0
GRMZM2G478664	31	18	20	46	29	18	19	45
GRMZM2G478779	0	63	0	98	0	58	0	94
GRMZM2G478798	183	107	76	149	172	102	73	131
GRMZM2G478876	2	0	0	1	2	0	0	1
GRMZM2G478996	2	0	1	0	2	0	1	0
GRMZM2G479038	0	3	1	24	0	3	1	23
GRMZM2G479045	9	2	2	6	9	2	1	6
GRMZM2G479068	1	0	0	0	1	0	0	0
GRMZM2G479110	288	142	143	278	277	136	138	263
GRMZM2G479112	532	127	314	246	509	123	301	239
GRMZM2G479125	345	528	324	1014	323	505	312	972
GRMZM2G479163	50	10	34	48	49	10	32	46
GRMZM2G479243	1375	727	603	1299	1306	684	563	1228
GRMZM2G479245	4	0	0	0	4	0	0	0
GRMZM2G479249	16	21	9	35	16	20	9	35
GRMZM2G479260	4	0	28	18	4	0	27	17
GRMZM2G479270	11	2	5	8	10	2	4	7
GRMZM2G479318	420	1909	3324	157	393	1814	3182	150
GRMZM2G479340	702	455	364	948	667	440	349	909
GRMZM2G479423	246	269	209	625	230	260	200	595
GRMZM2G479529	2	6	4	4	2	6	4	4
GRMZM2G479539	4	13	3	62	4	9	3	60
GRMZM2G479581	6	0	6	0	6	0	5	0
GRMZM2G479586	30	18	18	54	29	18	17	51
GRMZM2G479608	989	180	598	432	929	169	565	412
GRMZM2G479610	1	1	1	2	1	1	1	2
GRMZM2G479703	12	7	0	6	12	7	0	6
GRMZM2G479746	14	0	0	0	14	0	0	0
GRMZM2G479885	418	261	307	701	399	253	293	678
GRMZM2G479906	7	1	5	15	7	1	4	15
GRMZM2G479987	65	108	108	189	64	104	105	176
GRMZM2G480002	1437	768	753	1644	1375	729	725	1572
GRMZM2G480050	332	104	165	252	318	103	160	247
GRMZM2G480074	44	6	37	8	44	6	35	7
GRMZM2G480106	111	59	56	100	109	55	55	94
GRMZM2G480262	18	1	19	4	17	1	19	4
GRMZM2G480380	17	20	11	18	17	20	9	17
GRMZM2G480381	32	19	15	38	31	18	15	35
GRMZM2G480434	1	2	15	2	1	2	15	2
GRMZM2G480451	2	13	0	15	2	13	0	15
GRMZM2G480480	10	12	11	33	9	10	9	31
GRMZM2G480516	16	5	0	2	16	5	0	2
GRMZM2G480551	1	3	4	3	1	3	4	3
GRMZM2G480607	495	166	274	428	483	158	264	404
GRMZM2G480620	304	150	167	286	293	145	160	276
GRMZM2G480686	2	0	4	2	2	0	4	2
GRMZM2G480687	30	40	21	131	28	40	20	127
GRMZM2G480705	0	1	1	1	0	1	1	1
GRMZM2G480777	0	1	0	0	0	1	0	0
GRMZM2G480809	65	32	45	70	63	32	40	69
GRMZM2G481005	91	136	66	279	89	122	66	270
GRMZM2G481021	1	52	2	96	1	50	2	91
GRMZM2G481069	358	207	221	422	346	197	215	413
GRMZM2G481103	20	19	11	33	20	17	11	31
GRMZM2G481163	676	451	288	1024	634	433	275	986
GRMZM2G481184	0	22	0	70	0	21	0	61
GRMZM2G481187	1	0	0	0	1	0	0	0
GRMZM2G481194	136	56	116	110	131	53	107	107
GRMZM2G481261	74	6	32	15	72	6	30	13
GRMZM2G481353	62	25	15	37	59	24	15	36
GRMZM2G481373	14	15	14	26	14	14	14	25
GRMZM2G481440	1	0	1	1	1	0	1	1
GRMZM2G481452	774	350	417	739	737	332	399	709
GRMZM2G481471	0	6	0	17	0	6	0	14
GRMZM2G481529	68	26	29	53	67	25	27	52
GRMZM2G481604	82	91	39	136	80	87	38	130
GRMZM2G481605	0	4	0	13	0	4	0	12
GRMZM2G481668	0	1	1	0	0	1	0	0
GRMZM2G481730	24	4	17	24	24	4	17	23
GRMZM2G481755	86	93	109	132	82	88	103	128
GRMZM2G481843	720	556	324	875	683	527	306	833
GRMZM2G481888	4	0	4	2	4	0	4	2
GRMZM2G481964	0	1	0	1	0	1	0	1
GRMZM2G482046	29	7	14	21	27	7	12	20
GRMZM2G482232	6	0	0	0	5	0	0	0
GRMZM2G482256	3	1	11	26	3	1	11	25
GRMZM2G482290	6	0	4	0	5	0	4	0
GRMZM2G482946	0	3	1	0	0	3	1	0
GRMZM2G483624	63	0	0	0	58	0	0	0
GRMZM2G484919	1	0	0	0	1	0	0	0
GRMZM2G485559	2	2	9	19	2	2	8	18
GRMZM2G485603	57	15	23	61	54	13	22	59
GRMZM2G486757	4	0	0	1	3	0	0	1
GRMZM2G486933	1	0	0	0	1	0	0	0
GRMZM2G487197	35	2	14	5	34	2	13	5
GRMZM2G487629	4	4	3	2	4	3	3	1
GRMZM2G487778	1	1	0	0	1	1	0	0
GRMZM2G488465	6	4	8	0	6	4	8	0
GRMZM2G488692	47	11	31	15	45	11	31	15
GRMZM2G491096	3	0	0	0	3	0	0	0
GRMZM2G491632	640	140	311	241	616	133	299	232
GRMZM2G492156	0	7	2	1	0	7	2	1
GRMZM2G492252	31	180	32	365	28	171	31	352
GRMZM2G493395	98	40	79	106	92	39	76	102
GRMZM2G493549	213	45	87	57	207	41	85	54
GRMZM2G495613	22	2	8	5	21	2	8	5
GRMZM2G495626	184	114	135	295	172	110	131	283
GRMZM2G495846	1	1	0	0	1	1	0	0
GRMZM2G496110	26	3	12	18	26	2	11	18
GRMZM2G496319	52	22	54	104	50	20	52	101
GRMZM2G496448	8	2	2	15	8	2	2	14
GRMZM2G496770	6	7	9	22	5	7	9	22
GRMZM2G496821	0	3	22	0	0	3	22	0
GRMZM2G497438	0	75	2	57	0	72	2	56
GRMZM2G497630	1	0	0	0	1	0	0	0
GRMZM2G498418	0	1	0	1	0	1	0	1
GRMZM2G501652	8	10	0	5	8	10	0	4
GRMZM2G502350	1	0	0	0	1	0	0	0
GRMZM2G502467	97	13	55	18	96	13	51	17
GRMZM2G502560	7615	661	3481	1057	7253	635	3356	1021
GRMZM2G504293	0	7	0	5	0	7	0	5
GRMZM2G504906	124	51	63	107	120	46	62	104
GRMZM2G505380	343	191	303	360	330	186	294	349
GRMZM2G506062	145	83	86	206	134	79	84	197
GRMZM2G506602	2	111	2	271	1	103	1	262
GRMZM2G506660	82	23	57	57	81	22	57	57
GRMZM2G507478	0	1	0	0	0	1	0	0
GRMZM2G509619	11	0	7	0	11	0	7	0
GRMZM2G509876	3	1	0	2	3	1	0	2
GRMZM2G510387	12	8	25	24	12	8	25	24
GRMZM2G510522	14	4	6	7	13	4	6	7
GRMZM2G513222	37	0	15	0	35	0	14	0
GRMZM2G513713	66	12	76	72	64	12	73	68
GRMZM2G513737	12	0	7	0	12	0	7	0
GRMZM2G515667	0	1	0	0	0	1	0	0
GRMZM2G516387	51	30	22	56	50	29	18	53
GRMZM2G516421	27	12	23	46	23	11	22	44
GRMZM2G519152	7	0	0	0	7	0	0	0
GRMZM2G519210	30	4	13	23	28	4	13	21
GRMZM2G520811	0	3	0	4	0	3	0	4
GRMZM2G520903	50	0	25	0	50	0	25	0
GRMZM2G521781	2	0	0	1	2	0	0	1
GRMZM2G521844	22	30	44	37	21	27	40	36
GRMZM2G521862	39	36	28	85	35	36	27	83
GRMZM2G522066	257	100	126	197	246	94	123	187
GRMZM2G522468	2	2	0	2	2	2	0	2
GRMZM2G522776	1	0	1	0	1	0	1	0
GRMZM2G523414	3	0	0	0	3	0	0	0
GRMZM2G524937	46	22	23	44	43	21	22	43
GRMZM2G525770	2	5	1	8	2	5	1	8
GRMZM2G526668	266	43	79	48	260	41	75	44
GRMZM2G527891	67	120	78	152	64	111	76	146
GRMZM2G528283	7	17	9	18	7	16	9	17
GRMZM2G529313	33	26	17	34	32	25	17	32
GRMZM2G529768	1	5	4	20	1	5	4	20
GRMZM2G531052	0	4	0	12	0	3	0	12
GRMZM2G531230	5	0	1	3	5	0	1	3
GRMZM2G531738	576	335	332	825	553	323	321	785
GRMZM2G532387	196	27	64	22	190	26	62	22
GRMZM2G533147	22	0	22	0	22	0	22	0
GRMZM2G534035	3	0	0	10	3	0	0	8
GRMZM2G534096	0	1	0	0	0	1	0	0
GRMZM2G534116	51	9	24	32	50	9	22	30
GRMZM2G534288	58	40	39	78	55	37	36	75
GRMZM2G535148	2	0	0	0	2	0	0	0
GRMZM2G535623	3	0	0	0	3	0	0	0
GRMZM2G536644	43	34	29	84	39	34	28	81
GRMZM2G537118	1	0	2	0	0	0	2	0
GRMZM2G537291	110	54	57	88	104	51	50	84
GRMZM2G537770	799	59	238	199	736	52	224	188
GRMZM2G538535	5	0	1	6	5	0	1	5
GRMZM2G538922	3	2	10	23	3	2	10	22
GRMZM2G539054	23	0	15	0	22	0	15	0
GRMZM2G539790	0	2	0	7	0	1	0	6
GRMZM2G539821	41	4	20	3	38	4	18	2
GRMZM2G540133	0	1	0	2	0	1	0	2
GRMZM2G540403	779	415	436	710	749	398	421	686
GRMZM2G540491	9	0	7	0	8	0	7	0
GRMZM2G540772	2	10	5	0	2	10	5	0
GRMZM2G542044	1	0	0	0	1	0	0	0
GRMZM2G542227	1	0	1	1	0	0	1	1
GRMZM2G542753	1	0	0	0	1	0	0	0
GRMZM2G542847	3	1	1	11	3	1	1	11
GRMZM2G542994	805	301	426	520	765	291	407	499
GRMZM2G543629	159	47	58	47	149	46	51	43
GRMZM2G544441	1	0	0	0	1	0	0	0
GRMZM2G545326	321	174	162	270	302	168	157	264
GRMZM2G545336	8	0	2	0	6	0	2	0
GRMZM2G545802	4	0	7	0	4	0	7	0
GRMZM2G545891	383	148	177	261	368	145	172	248
GRMZM2G546081	541	151	285	421	515	145	273	405
GRMZM2G546175	0	42	0	36	0	41	0	35
GRMZM2G547542	1304	797	738	1734	1245	771	710	1654
GRMZM2G547723	7	0	3	0	7	0	3	0
GRMZM2G550865	141	40	84	83	136	39	84	81
GRMZM2G551565	2	2	5	9	2	2	4	9
GRMZM2G552278	120	52	67	130	117	51	61	126
GRMZM2G552322	199	165	104	289	187	157	101	278
GRMZM2G552966	17	6	7	1	16	6	7	1
GRMZM2G553379	6	0	0	0	6	0	0	0
GRMZM2G553532	434	203	311	367	419	198	300	357
GRMZM2G554644	8	6	6	15	8	6	6	13
GRMZM2G554914	29	13	15	31	29	13	13	28
GRMZM2G555108	453	197	229	332	434	192	224	314
GRMZM2G555972	61	25	30	59	57	25	30	53
GRMZM2G556131	46	29	24	48	43	24	22	46
GRMZM2G556515	4	0	8	1	3	0	8	1
GRMZM2G556667	6902	1969	3250	3812	6547	1880	3106	3660
GRMZM2G558539	149	82	79	162	142	77	76	156
GRMZM2G560551	0	1	0	1	0	1	0	1
GRMZM2G561067	25	1	12	11	22	1	12	11
GRMZM2G563726	11	24	4	47	11	24	4	46
GRMZM2G565140	224	179	212	394	213	171	204	371
GRMZM2G566786	105	28	38	35	101	27	37	33
GRMZM2G566804	0	45	0	57	0	40	0	50
GRMZM2G567165	3	24	2	40	3	24	0	36
GRMZM2G567897	55	50	64	134	50	47	61	126
GRMZM2G568478	0	19	0	45	0	19	0	45
GRMZM2G569356	148	1	0	127	139	1	0	124
GRMZM2G569855	492	225	248	392	458	214	236	371
GRMZM2G569948	66	25	35	117	63	24	32	111
GRMZM2G570528	176	118	70	165	165	105	65	157
GRMZM2G571844	24	5	20	30	24	5	20	27
GRMZM2G573732	49	33	50	74	48	33	45	72
GRMZM2G573867	44	17	24	22	40	17	22	22
GRMZM2G574782	1098	503	578	1186	1043	474	560	1128
GRMZM2G574858	445	192	238	383	426	181	228	363
GRMZM2G574887	22	0	7	3	22	0	7	3
GRMZM2G576752	1	0	0	0	0	0	0	0
GRMZM2G577405	85	75	52	104	84	75	51	97
GRMZM2G577677	23	20	9	28	21	20	9	27
GRMZM2G577979	38	48	15	13	36	46	13	12
GRMZM2G578411	0	5	0	16	0	5	0	15
GRMZM2G578659	17	1	10	0	16	1	10	0
GRMZM2G579719	238	96	106	161	229	92	102	157
GRMZM2G579854	0	1	0	0	0	1	0	0
GRMZM2G580853	0	3	0	4	0	3	0	4
GRMZM2G583062	1	0	0	0	1	0	0	0
GRMZM2G586120	1	0	0	0	1	0	0	0
GRMZM2G587231	0	1	0	0	0	1	0	0
GRMZM2G587327	84	57	54	186	77	53	51	175
GRMZM2G587368	83	45	42	97	80	42	41	93
GRMZM2G588223	218	93	138	253	209	88	135	236
GRMZM2G589470	111	35	23	17	108	34	21	16
GRMZM2G589579	188	97	143	242	177	92	140	236
GRMZM2G590027	300	3	79	3	290	3	73	3
GRMZM2G590033	787	681	433	1213	742	653	417	1162
GRMZM2G590333	183	71	88	163	174	70	84	154
GRMZM2G590448	4	1	3	1	4	1	3	1
GRMZM2G590971	0	4	0	1	0	3	0	1
GRMZM2G590973	0	1	0	7	0	1	0	7
GRMZM2G591714	6	7	6	14	5	6	5	14
GRMZM2G700146	10	1	0	0	10	1	0	0
GRMZM2G700188	187	2	24	3	171	2	22	2
GRMZM2G700252	0	5	0	16	0	5	0	14
GRMZM2G700262	4	0	1	1	3	0	1	1
GRMZM2G700291	0	1	0	0	0	1	0	0
GRMZM2G700337	1	0	1	0	1	0	1	0
GRMZM2G700386	2	0	0	0	1	0	0	0
GRMZM2G700446	2	1	14	0	2	0	13	0
GRMZM2G700599	278	117	122	246	260	112	117	235
GRMZM2G700655	10	39	30	29	8	37	29	29
GRMZM2G700665	311	96	243	186	300	93	235	179
GRMZM2G700683	2078	1025	1178	2283	1977	980	1132	2200
GRMZM2G700806	20	12	36	8	19	11	34	8
GRMZM2G700839	9	4	6	8	9	4	5	8
GRMZM2G700891	1	0	0	4	1	0	0	4
GRMZM2G700896	52	5	316	92	48	5	308	88
GRMZM2G700954	1	3	0	7	1	3	0	7
GRMZM2G700972	8	0	1	0	7	0	1	0
GRMZM2G701004	26	6	19	8	26	5	19	8
GRMZM2G701009	9	0	8	0	9	0	8	0
GRMZM2G701024	0	8	0	20	0	8	0	17
GRMZM2G701058	397	185	222	343	381	178	212	323
GRMZM2G701108	92	67	34	151	91	64	34	145
GRMZM2G701109	1	0	0	0	1	0	0	0
GRMZM2G701112	0	9	0	22	0	8	0	20
GRMZM2G701180	48	2	42	2	45	2	41	2
GRMZM2G701193	24	13	40	30	22	13	37	27
GRMZM2G701204	0	1	1	1	0	1	1	0
GRMZM2G701206	5	9	2	14	4	9	2	14
GRMZM2G701207	175	61	64	82	169	58	60	79
GRMZM2G701221	911	383	532	517	867	360	512	503
GRMZM2G701295	0	2	0	2	0	2	0	2
GRMZM2G701297	207	124	127	258	195	120	121	251
GRMZM2G701310	0	23	0	28	0	22	0	26
GRMZM2G701441	10	0	0	0	10	0	0	0
GRMZM2G701688	192	143	150	363	184	135	145	351
GRMZM2G701730	1	0	1	0	1	0	0	0
GRMZM2G701801	558	113	333	241	532	107	310	227
GRMZM2G701985	3	0	4	0	3	0	4	0
GRMZM2G702017	2	2	0	5	2	2	0	5
GRMZM2G702026	143	75	99	167	137	74	96	163
GRMZM2G702036	0	1	0	0	0	1	0	0
GRMZM2G702064	1	0	0	0	1	0	0	0
GRMZM2G702112	3	0	0	0	2	0	0	0
GRMZM2G702159	3	7	4	5	3	6	4	5
GRMZM2G702204	0	1	0	0	0	1	0	0
GRMZM2G702229	6	3	3	25	6	3	3	25
GRMZM2G702402	4	1	1	0	4	1	1	0
GRMZM2G702406	4	0	0	0	4	0	0	0
GRMZM2G702419	7	0	10	0	5	0	10	0
GRMZM2G702476	13	19	2	30	12	18	2	28
GRMZM2G702490	27	19	33	51	22	15	29	46
GRMZM2G702514	0	1	0	0	0	1	0	0
GRMZM2G702579	85	40	59	79	80	38	57	75
GRMZM2G702621	2	0	0	0	2	0	0	0
GRMZM2G702626	1	0	0	0	1	0	0	0
GRMZM2G702725	5	0	1	0	5	0	1	0
GRMZM2G702806	37	36	15	57	33	32	15	56
GRMZM2G702819	2	1	2	0	2	1	2	0
GRMZM2G702888	6	0	0	2	6	0	0	1
GRMZM2G702923	64	77	35	118	63	76	35	111
GRMZM2G702954	1	4	0	2	1	3	0	2
GRMZM2G702991	9	3	4	20	8	3	4	20
GRMZM2G702996	20	0	6	0	19	0	6	0
GRMZM2G703169	1	0	1	0	1	0	1	0
GRMZM2G703214	1	0	0	0	1	0	0	0
GRMZM2G703231	4	1	1	1	4	1	1	1
GRMZM2G703290	0	6	0	4	0	6	0	3
GRMZM2G703303	298	184	168	292	284	178	158	283
GRMZM2G703307	200	136	94	209	189	126	90	201
GRMZM2G703309	239	0	107	0	227	0	104	0
GRMZM2G703338	17	0	0	0	16	0	0	0
GRMZM2G703366	1	0	0	0	1	0	0	0
GRMZM2G703373	14	4	3	7	14	4	3	7
GRMZM2G703415	299	241	228	385	283	237	219	370
GRMZM2G703417	15	4	12	6	14	4	11	6
GRMZM2G703437	3	3	1	1	3	3	1	1
GRMZM2G703457	1	0	0	0	1	0	0	0
GRMZM2G703466	235	79	174	156	224	74	167	146
GRMZM2G703490	586	301	385	739	563	288	370	710
GRMZM2G703555	1717	849	824	1735	1659	808	799	1677
GRMZM2G703561	2	0	0	0	2	0	0	0
GRMZM2G703565	3	1	3	1	3	1	2	1
GRMZM2G703582	29	23	28	54	28	22	27	52
GRMZM2G703598	0	2	0	2	0	2	0	2
GRMZM2G703671	14	0	0	0	13	0	0	0
GRMZM2G703749	5	3	4	13	4	2	3	12
GRMZM2G703755	0	1	0	0	0	1	0	0
GRMZM2G703783	13	1	2	11	13	1	2	10
GRMZM2G703821	35	7	31	25	32	6	28	24
GRMZM2G703843	1	0	2	0	1	0	2	0
GRMZM2G703856	2	0	0	1	2	0	0	1
GRMZM2G703858	7	1	2	2	7	1	1	2
GRMZM2G703860	1	0	2	0	1	0	2	0
GRMZM2G703918	452	417	467	382	424	398	441	369
GRMZM2G703928	614	226	320	446	581	216	305	420
GRMZM2G703998	1	0	7	5	1	0	7	4
GRMZM2G704005	67	27	29	35	64	27	27	34
GRMZM2G704021	22	9	45	33	22	9	45	32
GRMZM2G704032	30	22	27	33	28	21	27	33
GRMZM2G704053	155	115	113	194	148	110	110	186
GRMZM2G704093	592	337	420	879	566	314	404	845
GRMZM2G704150	1809	873	1027	1696	1734	822	979	1631
GRMZM2G704277	85	43	85	52	81	40	82	51
GRMZM2G704347	18	0	6	1	18	0	6	1
GRMZM2G704414	6	0	5	0	6	0	5	0
GRMZM5G800014	31	0	0	6	29	0	0	6
GRMZM5G800112	1531	638	820	1244	1459	616	797	1186
GRMZM5G800211	55	31	42	64	53	30	41	59
GRMZM5G800286	28	47	20	68	27	45	18	64
GRMZM5G800488	2	0	1	0	2	0	1	0
GRMZM5G800558	108	43	54	95	105	42	52	90
GRMZM5G800586	4	0	0	0	4	0	0	0
GRMZM5G800598	138	31	69	41	134	29	64	39
GRMZM5G800723	30	22	43	74	30	21	41	69
GRMZM5G800734	663	337	417	852	643	327	396	812
GRMZM5G800764	2	13	3	4	2	11	3	4
GRMZM5G800835	232	118	133	245	223	115	126	232
GRMZM5G800842	269	173	137	398	254	165	133	381
GRMZM5G800853	101	42	64	124	97	38	58	121
GRMZM5G800925	615	255	367	450	589	246	362	432
GRMZM5G800973	0	1	0	1	0	1	0	1
GRMZM5G801031	145	67	142	234	138	67	138	225
GRMZM5G801436	205	241	131	351	190	230	120	338
GRMZM5G801457	1841	891	879	1727	1768	848	850	1655
GRMZM5G801531	1	0	0	0	1	0	0	0
GRMZM5G801651	94	23	61	11	92	21	58	10
GRMZM5G801793	185	116	78	203	177	109	74	195
GRMZM5G801875	1	0	2	2	1	0	2	1
GRMZM5G801939	7	7	6	8	7	7	6	8
GRMZM5G801949	2	1	1	1	2	1	1	1
GRMZM5G801953	36	11	9	2	34	10	8	2
GRMZM5G802115	3	3	4	7	3	3	4	6
GRMZM5G802232	2	3	4	4	2	3	4	4
GRMZM5G802365	4	4	11	7	4	4	11	7
GRMZM5G802392	1403	830	756	1742	1329	787	725	1682
GRMZM5G802403	28	0	0	21	26	0	0	20
GRMZM5G802566	48	16	13	41	48	16	13	41
GRMZM5G802784	2	0	0	0	2	0	0	0
GRMZM5G802793	6	0	0	0	6	0	0	0
GRMZM5G802801	407	186	213	477	389	177	203	465
GRMZM5G802854	2	1	6	2	2	1	6	2
GRMZM5G802858	126	79	75	148	119	78	74	145
GRMZM5G802881	35	10	20	36	35	10	20	34
GRMZM5G802899	0	1	1	1	0	1	1	1
GRMZM5G802971	2	0	0	0	1	0	0	0
GRMZM5G803275	596	140	308	272	558	136	293	264
GRMZM5G803308	20	8	20	54	20	8	20	53
GRMZM5G803318	151	53	51	121	140	51	48	115
GRMZM5G803334	7	0	1	1	6	0	1	1
GRMZM5G803381	28	13	21	35	27	12	19	32
GRMZM5G803404	6	6	5	6	5	5	4	6
GRMZM5G803565	22	8	15	32	22	6	15	32
GRMZM5G803610	39	18	24	36	39	17	24	36
GRMZM5G803611	1	0	7	14	1	0	7	14
GRMZM5G803874	13	4	5	10	12	4	5	10
GRMZM5G803992	56	59	29	102	56	58	24	100
GRMZM5G804064	200	143	143	275	192	136	136	263
GRMZM5G804216	2	1	2	1	2	1	2	1
GRMZM5G804323	1	2	0	7	1	2	0	7
GRMZM5G804382	2237	1267	1093	2182	2112	1213	1042	2083
GRMZM5G804881	129	16	61	36	123	16	61	34
GRMZM5G804893	224	147	147	327	213	138	140	311
GRMZM5G804976	261	103	161	225	251	102	154	221
GRMZM5G805026	10	1	6	4	9	0	5	4
GRMZM5G805105	437	128	226	277	414	116	206	260
GRMZM5G805387	52	29	18	40	48	29	17	40
GRMZM5G805389	325	106	166	260	312	103	157	242
GRMZM5G805426	1	0	0	5	1	0	0	5
GRMZM5G805485	31	8	26	16	30	8	25	16
GRMZM5G805526	5109	2852	2900	5973	4903	2717	2789	5713
GRMZM5G805585	69	56	15	95	62	53	14	92
GRMZM5G805609	18	1	25	13	16	1	24	13
GRMZM5G805627	130	40	79	98	125	38	77	96
GRMZM5G805675	5	4	1	4	4	4	1	4
GRMZM5G805685	9	0	2	3	8	0	2	3
GRMZM5G805874	0	2	0	4	0	2	0	4
GRMZM5G806108	102	78	40	159	100	75	38	151
GRMZM5G806182	0	4	0	2	0	4	0	2
GRMZM5G806257	2973	1722	1669	3675	2860	1647	1611	3519
GRMZM5G806347	170	93	118	264	164	90	113	255
GRMZM5G806358	2394	1526	1209	2571	2275	1445	1150	2460
GRMZM5G806387	257	82	72	78	244	76	70	75
GRMZM5G806449	432	188	550	487	413	179	516	464
GRMZM5G806463	0	2	0	1	0	2	0	1
GRMZM5G806469	2	0	1	0	2	0	1	0
GRMZM5G806622	124	127	102	290	116	121	98	282
GRMZM5G806726	0	1	4	3	0	1	4	2
GRMZM5G806771	378	84	241	172	361	77	227	164
GRMZM5G806784	72	14	31	20	72	14	31	20
GRMZM5G806833	1	1	1	1	0	1	1	1
GRMZM5G806947	828	407	380	673	793	386	363	645
GRMZM5G806975	24	0	17	3	23	0	17	3
GRMZM5G807054	6	0	0	0	4	0	0	0
GRMZM5G807267	4	93	2	35	4	90	2	35
GRMZM5G807333	4	0	3	0	4	0	3	0
GRMZM5G807350	3	0	0	0	3	0	0	0
GRMZM5G807619	1	0	0	0	1	0	0	0
GRMZM5G807734	0	5	1	7	0	5	1	7
GRMZM5G807835	417	149	244	328	395	143	237	318
GRMZM5G807931	1	0	0	1	0	0	0	1
GRMZM5G808610	220	64	183	297	200	59	172	285
GRMZM5G808624	302	92	241	151	290	88	232	143
GRMZM5G808737	24	8	8	14	22	7	8	13
GRMZM5G808756	53	46	41	112	46	44	40	107
GRMZM5G808775	1271	551	490	966	1225	535	469	935
GRMZM5G808787	44	23	50	87	42	21	50	85
GRMZM5G808811	852	408	377	729	817	391	366	700
GRMZM5G808853	12	3	1	11	11	3	1	11
GRMZM5G808899	290	190	156	459	274	184	148	438
GRMZM5G809156	1	1	1	0	1	1	1	0
GRMZM5G809195	74	36	22	44	70	35	20	41
GRMZM5G809265	153	73	57	112	139	72	54	111
GRMZM5G809292	174	95	86	70	164	92	80	68
GRMZM5G809298	1	0	0	0	0	0	0	0
GRMZM5G809361	115	57	54	101	110	55	53	97
