Gene	mat_SRR068962	pat_SRR068962	mat_SRR068963	pat_SRR068963	mat_SRR068964	pat_SRR068964	mat_SRR068968	pat_SRR068968	mat_SRR068969	pat_SRR068969	mat_SRR068970	pat_SRR068970	mat_SRR068971	pat_SRR068971	mat_SRR068972	pat_SRR068972	mat_SRR068973	pat_SRR068973	mat_SRR068974	pat_SRR068974	pat_SRR068984	mat_SRR068984	pat_SRR068985	mat_SRR068985	pat_SRR068986	mat_SRR068986	pat_SRR068987	mat_SRR068987	pat_SRR068988	mat_SRR068988	pat_SRR068989	mat_SRR068989	pat_SRR068990	mat_SRR068990
AT1G08720	2	0	2	1	3	0	10	2	11	6	15	4	33	13	21	11	25	6	18	6	4	10	9	18	6	13	19	39	4	37	18	39	9	28
AT1G08750	3	1	1	0	3	0	2	2	8	3	8	3	7	2	6	1	6	1	6	0	0	5	2	1	1	2	1	15	3	8	2	8	2	10
AT1G08760	6	2	8	2	14	3	52	19	58	37	56	21	39	16	30	14	53	12	40	13	28	50	25	53	29	65	24	60	20	52	23	56	17	57
AT1G08780	0	1	1	0	0	0	17	2	16	3	19	4	28	6	26	1	21	0	24	1	3	8	7	6	6	1	14	25	14	21	10	30	5	16
AT1G08800	0	1	2	0	0	0	3	0	2	0	3	1	3	0	6	3	2	5	1	3	0	1	0	4	4	2	1	7	1	7	1	2	0	7
AT1G08830	1	0	1	1	2	1	9	0	10	0	13	0	45	1	32	0	36	2	33	0	1	2	2	4	1	2	3	24	5	24	2	34	6	39
AT1G08860	12	8	8	5	5	2	30	11	28	19	30	24	55	10	65	12	59	11	45	4	8	48	20	51	14	54	14	128	5	98	4	101	5	108
AT1G08880	1	0	4	1	1	0	3	1	0	0	1	2	4	3	7	1	6	0	4	2	0	1	1	0	1	1	3	9	2	12	1	16	6	14
AT1G09000	0	2	0	1	1	1	9	2	7	0	8	2	5	1	6	1	0	0	1	0	4	6	2	3	2	5	1	4	0	0	2	4	0	1
AT1G09020	1	0	0	0	1	0	6	3	1	1	6	2	0	0	1	0	2	0	0	3	0	1	2	0	1	0	3	0	2	0	1	3	0	0
AT1G09050	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	0	0
AT1G09060	6	5	5	3	3	6	30	12	27	17	19	14	26	9	36	12	26	12	21	11	12	19	9	31	11	23	7	26	5	16	3	26	11	21
AT1G09130	0	4	1	0	3	1	8	1	8	5	6	3	12	1	12	1	10	2	7	3	6	5	9	9	11	12	2	10	4	4	5	6	6	7
AT1G09140	7	2	9	2	8	4	93	55	110	55	125	53	114	26	89	22	96	25	115	24	47	189	63	198	69	218	20	100	16	82	13	64	18	64
AT1G09160	1	3	0	0	0	4	42	34	38	29	42	27	57	19	47	19	43	15	46	11	9	55	13	65	14	53	11	63	16	49	7	45	12	47
AT1G09180	1	0	3	1	2	0	1	0	0	0	0	0	4	2	1	0	0	0	3	0	2	1	1	0	0	2	1	1	0	1	2	1	0	2
AT1G09195	2	0	1	0	0	0	3	2	4	2	5	0	5	1	1	2	6	0	3	1	0	3	0	3	1	3	0	11	1	12	2	13	2	8
AT1G09210	34	25	43	27	37	21	173	71	168	96	206	96	59	40	56	32	58	32	56	32	101	241	133	274	147	253	54	161	43	172	58	157	60	134
AT1G09280	1	0	1	1	0	0	3	1	3	2	2	1	10	3	4	1	8	0	2	0	0	4	1	1	0	4	2	3	1	5	2	5	2	6
AT1G09290	0	1	0	0	0	0	1	0	1	0	0	0	4	1	2	0	3	1	3	2	0	0	1	1	2	0	1	2	0	4	3	7	0	5
AT1G09300	2	2	4	1	1	2	15	11	27	11	12	20	28	11	22	3	28	7	25	4	11	25	16	29	14	28	17	46	11	30	14	40	9	38
AT1G09320	0	4	2	0	0	1	1	1	2	1	3	2	3	5	5	2	6	1	8	1	1	2	1	2	2	5	1	4	2	12	5	2	3	10
AT1G09340	1	0	0	0	0	0	1	0	0	2	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0
AT1G09380	60	37	83	38	59	35	123	49	169	68	164	68	933	58	690	43	706	28	705	42	67	151	71	175	82	194	51	668	62	722	61	765	57	705
AT1G09410	3	0	2	0	1	0	3	0	6	0	6	0	17	1	19	4	8	2	18	1	1	1	1	1	0	2	5	3	2	0	3	2	2	3
AT1G09420	15	7	5	8	6	7	39	28	50	34	49	38	87	44	54	42	70	50	58	51	8	68	14	78	14	90	15	88	27	59	28	75	31	79
AT1G09421	2	0	2	0	0	1	24	22	31	25	36	17	15	19	19	13	25	15	15	15	13	21	17	39	17	34	8	40	9	21	4	19	7	35
AT1G09430	5	3	3	1	3	1	17	0	28	5	21	4	54	6	40	5	49	5	49	5	9	7	8	13	6	17	7	66	6	65	6	56	17	66
AT1G09450	1	0	2	2	2	1	2	0	4	3	2	2	5	1	4	3	2	0	3	2	2	4	2	2	2	5	2	6	5	5	0	4	2	3
AT1G09460	0	1	0	0	0	0	0	2	1	2	0	4	2	0	4	0	2	0	3	1	2	3	1	3	2	1	0	1	0	4	1	2	1	2
AT1G09470	1	3	1	1	5	0	16	4	14	10	12	7	6	3	2	1	2	5	5	1	8	7	3	10	5	7	2	14	5	7	5	5	2	5
AT1G09500	10	0	2	0	2	1	12	5	8	2	4	5	15	12	17	8	17	9	20	12	3	7	4	12	4	4	5	24	3	8	3	15	2	13
AT1G09530	1	2	0	1	1	0	9	6	8	7	7	5	9	7	12	8	7	6	9	3	2	13	3	14	2	12	7	12	7	15	7	12	4	16
AT1G09560	0	1	0	0	0	0	17	0	18	2	15	1	21	4	29	4	17	4	20	7	2	2	6	12	3	8	1	57	0	43	4	43	2	50
AT1G09590	3	1	2	0	0	0	5	5	7	6	6	2	22	9	6	3	22	4	7	4	1	3	2	7	0	8	13	46	14	26	12	31	13	40
AT1G09600	2	0	1	0	1	0	2	0	2	1	2	1	0	0	4	1	1	2	0	1	0	2	1	5	0	4	0	5	2	6	3	7	1	3
AT1G09620	1	1	1	0	2	0	1	1	4	2	4	2	3	5	5	3	6	0	2	2	3	2	2	5	0	3	3	4	2	6	0	4	2	7
AT1G09640	3	2	4	3	4	1	11	1	12	6	11	7	34	7	19	8	31	10	20	5	3	4	1	12	8	8	17	27	8	22	13	22	7	17
AT1G09660	1	0	0	0	0	0	0	0	0	1	1	1	2	0	1	1	0	0	1	1	0	2	0	0	0	3	0	1	0	1	3	2	0	2
AT1G09680	2	0	2	1	2	0	9	1	6	1	8	0	21	8	18	5	18	2	22	6	3	2	4	8	5	4	12	9	9	12	10	7	12	11
AT1G09700	16	2	13	0	22	0	23	4	31	3	36	2	83	11	74	16	64	8	61	9	13	9	24	14	21	5	31	32	20	32	25	37	14	23
AT1G09710	3	2	2	0	3	4	4	0	4	1	5	2	9	5	9	4	9	1	7	2	2	2	4	6	1	6	3	7	3	8	1	4	0	3
AT1G09730	2	2	0	2	1	0	5	6	17	4	11	3	15	22	16	14	11	10	20	15	4	17	4	16	3	13	7	38	6	24	9	32	6	50
AT1G09760	10	2	7	1	8	1	40	22	45	33	36	31	44	21	39	16	40	22	38	18	11	44	20	57	16	55	18	50	16	38	19	56	15	50
AT1G09770	82	41	90	44	74	42	386	129	523	194	497	206	732	257	576	198	634	203	549	211	183	390	216	436	254	499	296	770	251	620	241	622	235	618
AT1G09780	23	13	23	15	23	7	23	6	26	18	23	13	26	8	18	6	32	7	26	7	13	33	10	44	17	46	13	68	15	68	11	48	13	57
AT1G09790	6	0	2	0	4	0	8	0	11	1	8	0	42	0	29	0	36	0	32	0	2	7	1	10	2	11	2	109	0	111	1	109	4	102
AT1G09795	12	1	12	3	17	2	60	28	76	45	81	45	104	32	72	23	77	24	63	24	36	70	35	76	45	96	44	80	46	53	32	74	34	71
AT1G09810	1	3	2	1	3	0	6	0	5	3	5	9	9	5	7	7	7	4	6	3	1	3	3	2	1	3	4	14	4	8	5	9	3	6
AT1G09815	25	3	24	5	25	3	138	36	195	59	172	56	77	19	46	10	63	15	54	18	55	63	98	93	75	83	40	68	26	45	40	52	36	51
AT1G09820	5	5	10	3	9	8	27	23	46	28	48	25	83	29	58	17	69	22	60	15	8	42	16	54	16	45	38	86	24	101	25	100	38	90
AT1G09830	19	11	16	4	8	9	45	25	59	32	53	46	47	21	37	19	40	13	35	13	17	51	30	67	37	63	32	73	40	75	31	71	29	69
AT1G09840	36	16	49	14	41	13	175	105	228	117	248	105	297	97	251	87	232	76	234	83	65	165	114	231	96	196	92	273	62	226	90	218	99	248
AT1G09870	10	6	10	4	16	2	22	14	38	13	35	11	43	11	43	12	38	10	43	6	18	28	16	30	23	29	22	66	23	48	30	50	19	55
AT1G09900	4	1	3	3	4	1	23	5	18	9	28	6	39	3	40	4	26	8	32	4	10	5	15	6	13	11	18	24	23	19	25	22	24	31
AT1G09910	21	2	20	1	16	5	70	9	67	9	72	15	173	35	145	18	127	21	166	21	33	48	35	48	56	47	47	106	66	89	46	99	51	95
AT1G09920	3	4	2	3	6	3	28	12	25	14	29	10	63	17	52	14	47	12	38	14	8	25	14	35	9	38	9	72	22	69	17	72	12	65
AT1G09930	1	0	1	0	1	0	1	1	3	2	6	3	17	0	3	0	8	0	3	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
AT1G09940	1	2	1	1	3	2	18	12	13	15	20	12	52	38	41	33	35	26	37	23	10	36	13	28	15	42	9	229	10	205	18	220	14	215
AT1G09950	3	0	0	0	0	0	37	19	58	33	41	24	50	18	37	18	39	18	41	15	18	43	19	53	22	54	20	42	9	24	14	24	14	29
AT1G09960	24	18	21	18	13	18	64	74	58	75	61	65	184	74	125	76	118	61	147	56	38	126	34	159	34	146	46	201	46	151	45	135	46	155
AT1G09970	1	0	2	0	3	0	23	5	43	6	44	8	53	2	47	7	40	3	44	7	8	15	18	16	12	18	17	33	7	36	16	33	12	29
AT1G09980	4	2	8	2	6	3	3	1	3	1	1	1	14	5	10	2	14	2	11	4	4	6	3	5	5	6	6	14	6	16	4	12	3	13
AT1G10020	0	1	2	2	3	0	7	1	11	2	4	2	8	0	2	3	3	0	5	2	2	7	3	9	2	6	1	6	5	10	1	3	2	9
AT1G10030	1	0	1	0	0	0	0	1	9	0	2	0	1	1	1	0	2	1	6	1	1	2	2	0	1	0	2	3	2	3	2	4	5	2
AT1G10050	9	1	8	2	5	0	29	11	39	10	37	9	35	5	17	1	27	3	19	3	16	10	8	26	16	15	3	22	6	24	11	23	10	18
AT1G10090	9	1	9	1	13	0	14	3	19	3	22	2	27	2	26	0	16	1	15	0	12	8	15	17	8	17	18	22	13	14	12	18	8	22
AT1G10095	1	0	2	0	3	0	1	0	2	1	1	0	7	1	1	2	10	4	7	2	1	0	0	0	1	1	3	5	3	3	2	2	3	3
AT1G10100	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
AT1G10110	1	8	0	10	0	6	0	15	0	12	0	12	6	10	4	19	1	13	4	11	0	22	1	21	0	25	1	57	1	63	0	60	0	55
AT1G10120	8	7	11	10	12	4	53	48	50	52	55	55	143	68	101	67	99	55	90	55	23	70	41	110	35	90	45	148	55	155	55	161	44	169
AT1G10130	20	7	10	12	13	6	36	20	36	21	44	24	55	21	61	18	50	14	45	25	17	47	30	60	31	58	25	76	21	56	25	57	21	51
AT1G10360	1	1	4	2	2	1	8	4	14	7	12	5	26	16	14	16	24	11	18	15	5	15	5	25	9	20	14	38	13	36	13	31	16	24
AT1G10490	0	1	2	1	1	1	1	2	2	2	0	2	2	1	3	3	2	2	1	2	3	1	2	5	0	2	1	6	5	10	2	7	2	9
AT1G10500	1	1	2	0	1	1	18	9	29	12	32	7	78	24	48	20	74	16	53	17	7	19	7	29	9	15	29	103	22	130	28	115	22	117
AT1G10522	0	1	1	0	0	0	6	4	3	2	13	2	2	0	1	2	1	1	1	0	1	2	1	1	3	2	0	0	0	1	0	0	1	1
AT1G10540	31	36	22	33	28	39	145	160	168	174	158	180	196	219	155	197	146	201	138	178	57	453	58	546	52	540	78	328	59	310	48	306	53	294
AT1G10590	9	8	15	12	15	2	63	33	75	43	69	26	53	22	40	25	37	12	33	22	30	39	33	76	37	75	19	75	27	44	25	63	23	62
AT1G10670	6	2	8	5	5	5	59	22	96	29	92	30	82	9	82	8	74	10	73	11	28	46	33	56	29	64	21	68	22	55	18	53	16	55
AT1G10680	2	3	4	2	7	1	1	1	0	0	2	0	2	0	1	0	0	0	2	0	0	1	4	2	0	1	1	0	0	0	0	0	0	1
AT1G10720	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	1
AT1G10730	1	0	1	2	1	1	4	1	4	2	6	1	3	2	9	4	5	1	9	1	1	3	2	4	1	4	5	11	5	9	3	23	6	13
AT1G10750	1	0	0	0	0	0	2	1	2	2	5	2	15	1	3	3	11	2	8	2	0	2	0	2	0	1	2	2	0	4	0	2	2	6
AT1G10760	3	0	1	3	3	3	4	3	5	5	6	3	18	3	14	7	12	7	11	3	3	4	0	12	7	9	2	29	5	27	9	32	3	17
AT1G10830	1	2	0	0	0	0	1	0	3	2	0	0	3	0	2	1	5	2	6	1	2	2	2	3	2	7	2	1	4	5	3	7	3	5
AT1G10880	31	18	38	24	40	25	38	20	56	36	44	34	74	50	54	40	54	43	39	29	20	46	34	74	25	59	87	217	91	203	103	213	101	274
AT1G10890	1	0	0	0	1	1	3	10	11	5	12	6	50	11	27	7	22	10	30	3	3	1	3	9	3	10	9	24	8	25	8	40	8	29
AT1G10930	1	0	0	0	0	0	1	1	4	1	1	1	6	1	0	0	1	0	4	1	0	2	1	1	0	0	2	11	2	1	0	9	2	4
AT1G10940	14	7	9	0	8	5	27	8	48	11	37	11	71	18	54	8	46	13	40	16	5	17	10	28	14	27	25	60	18	43	25	49	17	55
AT1G10950	9	9	18	10	10	8	15	8	17	10	24	12	30	23	21	16	20	14	25	10	13	21	15	25	11	33	12	40	11	28	10	30	9	40
AT1G10970	2	1	1	1	2	1	21	2	33	4	22	0	27	4	29	1	26	6	24	4	10	12	8	13	7	15	9	15	4	12	6	10	10	18
AT1G11020	2	1	2	0	1	1	2	1	1	1	2	0	12	7	9	1	9	3	6	2	4	3	2	5	4	2	3	11	1	11	4	12	3	12
AT1G11060	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	4	2	4	0	1	0	1
AT1G11070	7	4	15	3	8	4	56	19	67	27	60	25	27	7	15	9	22	5	16	5	24	53	27	74	29	74	26	57	16	54	22	61	21	65
AT1G11100	8	2	14	5	4	1	18	16	26	23	23	19	30	20	24	18	19	14	19	11	16	29	16	27	11	43	7	28	11	22	10	28	8	27
AT1G11120	0	1	0	1	0	1	1	2	3	1	4	3	1	1	0	1	1	0	1	1	2	3	1	1	2	0	2	3	2	6	1	0	1	1
AT1G11130	1	0	1	2	2	0	3	0	0	0	3	0	0	0	1	0	0	2	0	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1
AT1G11145	3	0	1	0	1	1	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1	0	1	0	2	2	1	2	0	2	1
AT1G11150	2	0	0	0	0	0	12	0	11	3	14	0	13	5	13	3	9	3	12	1	10	0	7	1	7	2	10	1	11	0	10	0	9	1
AT1G11180	7	2	8	4	7	2	29	15	17	13	36	18	16	8	22	6	13	2	9	4	7	18	8	16	5	18	7	10	6	14	6	13	3	14
AT1G11200	1	0	0	0	11	4	4	4	5	5	2	7	3	4	15	7	7	4	10	5	2	10	4	11	4	8	7	23	8	11	6	24	7	16
AT1G11210	4	1	0	0	2	2	22	6	33	4	19	4	15	7	16	10	15	10	10	12	7	4	18	14	16	15	10	62	9	59	6	41	3	51
AT1G11220	1	2	4	1	5	0	15	2	12	4	9	5	5	1	7	2	8	0	2	0	4	2	5	1	3	4	4	5	3	5	3	4	4	7
AT1G11240	27	23	30	26	29	23	432	267	551	338	552	319	693	294	599	252	601	292	555	234	218	538	316	636	315	663	341	923	270	745	273	738	253	711
AT1G11280	1	1	4	1	3	0	5	9	5	3	9	3	9	4	5	6	7	4	4	5	3	6	0	4	6	12	4	5	2	8	3	4	3	7
AT1G11310	2	4	0	1	0	3	24	6	47	12	46	12	29	10	17	1	19	5	9	3	6	4	7	8	13	9	13	27	5	25	13	24	7	18
AT1G11360	5	2	3	0	3	0	9	3	9	8	7	9	19	16	15	6	21	12	16	4	3	8	6	7	2	11	16	29	19	33	13	34	14	29
AT1G11420	5	3	8	6	5	1	18	7	18	13	29	11	25	14	22	15	30	11	15	14	11	20	13	17	11	19	32	54	29	57	30	59	23	71
AT1G11430	1	0	0	0	1	0	1	1	0	0	3	0	2	0	0	0	4	0	0	0	1	0	1	1	0	1	2	2	1	1	1	1	0	2
AT1G11480	1	0	0	1	0	0	0	1	3	0	5	1	6	1	5	0	4	1	5	1	1	2	1	3	1	4	1	5	2	5	0	4	5	5
AT1G11540	2	0	0	0	2	0	10	6	3	4	8	4	6	1	2	0	1	1	0	1	6	3	2	8	3	7	0	5	2	8	0	4	0	4
AT1G11580	2	0	4	0	3	0	57	1	71	0	49	0	88	0	68	3	80	0	62	2	0	2	0	3	0	3	0	43	0	38	0	43	0	37
AT1G11660	1	3	0	3	0	1	7	3	6	1	11	3	19	2	9	5	7	1	9	0	2	3	6	3	5	6	4	11	2	9	5	26	2	15
AT1G11670	1	2	3	3	3	3	77	30	99	38	113	31	385	199	254	139	262	142	253	127	34	58	30	72	42	78	137	296	149	322	185	347	147	345
AT1G11930	1	0	0	0	0	0	4	1	0	1	3	1	9	5	14	5	8	2	9	5	1	0	0	8	0	3	2	14	3	14	5	13	4	10
AT1G12000	18	9	13	11	25	10	38	22	58	32	51	35	42	18	44	14	48	17	44	8	22	35	30	58	24	51	33	56	28	46	19	48	15	53
AT1G12160	1	0	1	0	3	0	4	0	3	2	2	0	10	0	11	0	9	0	14	0	1	0	1	0	0	0	0	0	1	0	0	1	2	1
AT1G12180	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G12230	45	39	53	22	44	32	198	182	269	220	234	202	351	362	273	316	279	289	253	269	90	348	122	417	121	456	177	841	151	684	149	671	150	681
AT1G12240	77	27	77	33	73	25	80	15	99	29	107	35	22	11	23	9	25	9	21	16	34	52	50	76	56	57	36	40	22	30	35	31	35	30
AT1G12250	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
AT1G12290	1	1	0	1	2	0	3	2	5	2	6	3	15	5	11	5	17	4	11	3	5	4	1	11	6	9	5	9	2	10	6	7	4	10
AT1G12300	2	1	3	0	1	0	9	7	12	3	12	8	7	8	8	3	6	4	3	4	2	8	3	8	8	14	4	15	5	10	5	18	1	25
AT1G12360	3	0	2	0	2	1	7	3	5	4	9	7	26	12	27	13	23	8	18	10	3	11	7	17	2	14	7	36	8	41	8	34	7	40
AT1G12370	0	1	1	0	1	0	3	1	3	1	4	3	0	0	0	0	4	0	1	0	0	2	0	2	2	1	2	3	4	5	2	5	4	2
AT1G12380	1	0	1	0	0	0	1	1	3	1	2	3	4	2	8	2	1	3	4	0	3	2	2	1	0	3	2	6	0	5	1	5	5	5
AT1G12390	3	4	0	3	0	2	1	0	1	2	1	1	5	1	8	0	13	3	6	1	1	0	1	1	3	4	2	3	3	1	1	1	1	2
AT1G12400	0	1	1	0	1	0	3	0	4	3	6	2	5	3	4	1	9	1	4	1	3	7	4	6	2	4	5	8	6	7	3	6	6	6
AT1G12410	4	5	6	3	7	2	25	16	30	14	28	18	26	15	32	13	36	19	25	10	6	32	7	31	6	37	15	36	9	30	8	51	15	41
AT1G12430	1	0	1	0	0	0	3	0	3	1	1	0	5	2	2	0	2	0	1	1	1	2	1	2	0	2	2	9	0	9	0	2	3	6
AT1G12440	6	1	3	4	5	3	29	7	38	6	35	8	126	33	93	24	79	21	90	14	10	13	16	12	8	10	39	49	46	64	61	62	52	64
AT1G12470	1	1	3	1	4	1	17	3	15	9	18	7	30	16	22	18	21	8	20	12	9	25	14	19	18	23	11	47	10	20	4	27	9	31
AT1G12500	1	1	1	0	1	0	2	1	4	2	4	1	11	2	6	3	5	0	8	2	1	3	1	2	1	1	1	8	3	9	2	11	1	10
AT1G12520	1	0	2	0	2	0	9	1	6	3	2	2	13	0	11	3	16	0	9	1	3	1	2	2	2	0	2	5	1	5	1	5	1	13
AT1G12550	157	65	165	66	147	62	859	452	1133	577	1100	640	1223	498	951	371	890	354	888	335	416	910	515	1222	521	1309	567	1580	523	1530	546	1500	511	1560
AT1G12620	7	1	8	3	10	1	33	19	39	26	42	20	41	18	27	11	37	8	26	17	18	38	39	39	25	34	16	21	15	32	14	26	19	25
AT1G12640	13	6	11	5	2	9	31	18	37	17	39	25	91	27	92	19	74	20	61	20	9	36	14	62	18	55	18	147	13	129	19	152	11	124
AT1G12650	1	0	2	1	5	0	14	9	10	10	15	10	15	18	6	10	15	10	18	12	10	21	5	19	6	27	10	42	5	49	8	44	10	36
AT1G12680	2	0	1	1	1	1	6	7	11	7	8	6	6	0	4	3	7	2	5	3	0	2	4	7	0	8	1	6	1	11	3	6	0	12
AT1G12730	2	2	2	1	3	1	6	0	4	1	5	0	9	1	3	1	7	0	5	3	1	1	2	2	0	2	3	4	2	3	1	6	4	4
AT1G12750	2	0	0	1	1	0	11	2	11	2	12	2	23	7	23	11	28	5	12	4	1	3	1	3	3	1	10	14	4	10	4	14	5	6
AT1G12760	15	5	8	5	5	3	35	19	48	23	57	34	42	41	49	24	53	26	33	17	17	47	17	61	16	59	22	55	13	37	15	53	13	54
AT1G12770	1	0	1	0	0	0	11	1	5	5	7	2	1	0	8	0	7	0	6	0	0	2	2	1	2	0	1	1	0	3	1	2	3	2
AT1G12775	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
AT1G12780	2	0	2	1	1	0	2	0	3	0	0	0	71	4	62	2	68	2	59	1	0	2	1	1	0	3	0	28	0	49	1	44	1	52
AT1G12790	3	0	3	0	8	0	5	1	9	4	5	6	21	6	16	3	19	3	15	3	3	3	2	3	5	5	5	5	1	6	2	7	4	6
AT1G12800	4	0	1	2	3	1	7	4	5	6	7	3	13	10	22	6	19	12	18	12	2	9	6	11	6	17	12	32	6	34	8	37	12	36
AT1G12810	7	2	5	3	5	6	141	36	223	47	187	52	159	82	134	66	153	56	140	59	107	82	113	130	118	135	47	91	38	83	34	114	31	112
AT1G12820	0	3	1	0	1	0	3	2	4	5	2	1	39	29	32	12	33	15	36	12	2	5	2	6	4	6	6	24	9	40	14	44	5	37
AT1G12830	2	1	5	2	4	1	55	10	54	12	54	16	50	18	41	15	52	13	43	12	15	14	17	44	20	31	20	65	18	69	18	57	24	69
AT1G12840	1	0	3	4	0	0	5	1	7	1	5	1	22	0	14	8	5	2	10	1	2	4	1	2	0	4	4	16	3	9	7	8	3	15
AT1G12850	6	1	7	0	5	3	25	4	23	9	24	5	45	10	20	10	30	4	29	12	8	12	11	12	10	11	21	17	8	25	14	23	13	19
AT1G12860	68	48	78	45	74	38	163	205	198	282	199	248	104	267	76	187	75	214	76	204	89	395	136	561	158	547	60	235	71	265	55	275	59	273
AT1G12910	14	10	19	9	19	10	45	28	44	34	66	39	27	18	24	21	21	15	25	18	21	60	24	77	35	70	11	32	6	21	4	23	11	23
AT1G12930	10	4	10	3	13	2	15	5	18	7	22	3	31	8	15	5	10	1	7	3	10	15	7	13	11	16	18	20	10	24	18	19	16	15
AT1G12970	5	1	11	6	5	6	12	3	15	5	17	5	35	9	19	9	18	3	25	2	9	10	8	17	11	11	15	18	7	26	15	18	11	28
AT1G13060	3	6	6	5	4	2	58	55	87	68	97	42	51	18	40	24	36	17	30	20	18	102	38	130	45	116	29	102	19	73	19	72	24	53
AT1G13120	15	9	21	6	16	9	93	53	131	55	152	78	258	78	193	44	164	45	226	50	49	92	65	127	55	129	101	228	93	179	86	190	83	195
AT1G13160	1	0	1	0	0	0	0	2	1	0	1	0	4	0	1	1	3	0	4	0	0	3	2	2	0	1	1	1	0	4	1	5	0	0
AT1G13180	1	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1	1	3	1	1	0	3
AT1G13195	2	3	1	4	0	1	8	0	11	12	10	3	31	5	16	7	10	7	20	5	3	8	2	10	5	6	3	14	2	22	3	22	6	12
AT1G13210	1	0	0	0	0	0	2	1	0	0	0	1	3	3	2	0	4	2	0	1	0	0	0	0	0	1	2	5	1	3	1	4	2	4
AT1G13220	1	0	0	2	0	0	11	2	16	5	15	1	65	21	45	9	63	18	32	10	6	12	3	11	5	8	17	50	9	67	16	70	23	71
AT1G13250	2	0	0	1	0	0	15	9	22	11	20	12	58	30	75	21	62	26	48	20	8	19	11	29	13	39	24	45	31	34	28	50	26	40
AT1G13270	0	1	4	0	2	0	18	8	38	10	28	9	10	7	8	5	5	6	12	6	7	6	14	8	8	7	9	13	15	13	13	8	11	12
AT1G13280	1	0	1	1	2	0	1	2	2	1	4	0	1	2	5	2	10	3	4	1	1	4	1	4	3	3	1	7	3	1	2	2	1	1
AT1G13320	10	7	12	9	6	9	34	15	54	18	40	24	47	13	34	7	31	7	35	12	13	33	25	43	10	42	19	54	12	45	19	52	11	41
AT1G13410	1	5	0	6	0	4	4	5	7	4	9	6	15	8	4	1	14	7	11	9	3	11	5	8	4	13	11	25	6	25	16	33	16	31
AT1G13420	1	0	2	0	1	0	9	0	6	0	2	0	4	0	4	0	5	0	3	0	2	0	3	0	1	0	2	1	1	1	5	3	4	3
AT1G13440	61	28	50	30	53	24	256	107	366	136	355	142	647	246	500	185	480	160	469	151	131	220	188	268	168	278	326	648	368	705	398	699	405	688
AT1G13450	3	1	6	2	6	2	40	27	46	25	45	21	139	50	108	43	101	37	113	42	17	53	20	67	22	76	38	86	30	76	38	67	44	97
AT1G13460	1	0	0	1	1	0	2	1	3	2	3	2	8	0	4	2	2	1	1	2	2	4	2	2	2	0	3	10	4	10	2	4	1	9
AT1G13570	3	0	0	0	3	0	0	1	2	1	4	2	20	12	14	4	7	6	17	9	0	3	0	3	0	2	9	23	4	20	7	16	6	12
AT1G13590	3	2	2	0	3	2	6	6	7	8	14	5	75	62	54	43	64	43	61	43	6	16	9	12	5	10	76	192	89	230	85	187	67	220
AT1G13870	4	4	2	3	2	1	10	4	12	4	7	4	4	3	6	1	10	1	1	3	3	3	0	10	2	7	5	9	2	10	4	10	0	14
AT1G13880	9	1	3	3	9	4	38	12	62	19	56	19	120	32	92	26	79	32	78	28	22	39	25	51	22	36	35	143	33	117	26	119	39	117
AT1G13900	2	1	4	0	3	0	3	2	4	0	4	3	31	3	16	2	18	5	17	1	0	4	0	2	0	0	6	21	4	22	7	36	5	33
AT1G13940	10	2	13	5	12	4	15	8	20	5	26	1	45	10	30	14	30	5	39	6	9	13	10	16	7	13	11	24	9	29	18	43	11	34
AT1G13980	12	8	14	9	8	6	25	12	32	7	30	15	43	5	28	10	27	12	34	5	8	12	12	25	16	22	11	29	14	26	9	23	13	26
AT1G14000	1	4	5	1	12	0	15	6	25	6	24	9	45	9	20	9	28	10	16	7	5	18	7	13	9	16	7	36	4	35	4	19	5	17
AT1G14010	24	12	29	12	20	15	69	39	86	40	93	32	137	59	140	45	109	51	114	44	28	84	47	107	39	93	46	155	38	158	43	165	36	157
AT1G14020	7	3	7	2	5	4	11	8	25	6	27	11	24	12	18	11	13	10	16	6	9	20	18	12	7	23	12	31	6	15	8	17	9	25
