Gene	mat_SRR068962	pat_SRR068962	mat_SRR068963	pat_SRR068963	mat_SRR068964	pat_SRR068964	mat_SRR068968	pat_SRR068968	mat_SRR068969	pat_SRR068969	mat_SRR068970	pat_SRR068970	mat_SRR068971	pat_SRR068971	mat_SRR068972	pat_SRR068972	mat_SRR068973	pat_SRR068973	mat_SRR068974	pat_SRR068974	pat_SRR068984	mat_SRR068984	pat_SRR068985	mat_SRR068985	pat_SRR068986	mat_SRR068986	pat_SRR068987	mat_SRR068987	pat_SRR068988	mat_SRR068988	pat_SRR068989	mat_SRR068989	pat_SRR068990	mat_SRR068990
AT3G25680	2	0	4	3	1	0	3	2	4	1	7	3	12	10	11	3	4	3	9	6	2	2	3	4	7	6	7	11	4	18	2	12	3	10
AT3G25690	1	1	1	0	2	0	23	15	30	26	26	21	81	47	69	43	55	29	66	46	10	20	8	17	6	14	42	78	39	81	43	75	29	76
AT3G25750	2	3	8	0	9	5	1	1	1	0	2	1	1	0	1	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	1
AT3G25800	1	1	0	0	0	0	0	0	5	0	1	0	5	1	7	0	3	0	3	0	0	0	1	2	2	1	2	1	3	3	3	4	5	4
AT3G25840	7	4	11	3	9	1	79	31	73	42	76	29	213	69	151	64	169	73	165	66	22	82	40	119	33	89	54	207	42	195	52	197	47	194
AT3G25860	25	13	23	12	28	14	11	12	15	18	19	17	27	6	21	9	21	10	17	10	14	27	23	38	15	21	21	40	21	25	22	34	16	30
AT3G25910	1	1	3	0	1	3	39	10	34	22	36	14	128	23	112	25	75	22	102	20	15	38	11	52	21	37	34	98	31	109	39	99	34	105
AT3G25970	2	1	6	1	5	0	11	1	6	3	9	0	3	4	3	0	9	1	2	2	1	0	2	1	3	1	6	5	1	9	6	11	5	5
AT3G25980	212	34	223	36	195	36	638	113	798	151	815	137	224	40	162	31	155	26	165	32	189	122	241	162	237	147	188	123	179	119	177	147	203	144
AT3G25990	0	1	0	0	0	0	1	0	1	1	0	0	0	2	5	0	1	1	4	0	0	0	0	1	1	1	1	2	0	0	1	2	0	1
AT3G26000	19	8	22	7	25	7	38	17	48	22	59	21	100	20	71	17	53	24	69	19	29	37	32	78	40	78	35	74	32	70	37	84	25	66
AT3G26010	9	0	5	0	5	3	12	4	16	3	20	6	12	0	14	0	11	0	18	0	7	0	13	4	10	2	2	1	6	1	3	4	8	2
AT3G26020	5	1	3	1	5	1	1	4	7	2	7	1	18	0	16	1	18	2	18	8	1	4	5	6	5	2	8	27	4	35	10	23	5	31
AT3G26050	10	9	13	10	12	9	4	15	19	21	18	18	23	20	17	10	7	18	18	13	7	17	4	21	5	27	13	44	17	51	16	53	13	59
AT3G26060	3	0	10	1	5	1	31	25	43	34	43	32	64	32	36	21	37	18	28	15	9	35	10	37	9	32	13	50	17	51	26	56	25	53
AT3G26070	5	6	8	4	8	3	80	21	96	32	82	38	126	47	108	44	128	54	96	42	24	39	20	51	26	44	53	109	55	86	56	96	55	104
AT3G26080	1	3	0	0	1	1	17	7	17	15	9	9	42	3	35	7	52	5	44	1	7	10	2	11	4	9	5	14	6	16	5	11	13	10
AT3G26085	1	1	1	0	1	0	4	0	7	0	7	1	51	3	23	4	23	3	23	2	0	0	2	3	1	4	13	10	16	15	11	18	19	16
AT3G26090	3	1	2	1	3	3	8	4	12	8	16	2	22	2	12	9	11	6	18	6	12	8	6	20	8	20	7	22	6	17	6	21	13	11
AT3G26115	3	0	1	0	3	1	6	0	12	1	9	2	12	2	5	4	10	2	5	2	6	1	3	3	5	4	3	8	3	15	2	8	8	10
AT3G26140	8	30	6	45	6	50	9	18	18	25	13	21	100	105	80	87	71	91	71	84	4	25	2	44	1	55	44	258	48	247	41	233	51	239
AT3G26290	3	0	3	0	1	0	4	0	12	0	7	0	15	0	10	1	12	0	4	0	1	0	4	0	3	0	10	3	6	2	5	3	7	6
AT3G26300	0	2	0	2	0	1	3	1	6	1	3	3	3	0	2	1	2	1	0	2	1	3	2	3	1	0	1	3	2	2	0	2	1	1
AT3G26340	3	0	2	0	3	0	16	8	13	6	25	5	12	0	10	1	8	5	6	1	8	5	8	9	7	10	3	11	6	13	4	6	4	4
AT3G26350	1	0	2	0	2	0	35	6	50	6	32	3	82	6	80	13	63	4	52	7	24	20	31	23	21	29	26	10	13	9	13	8	10	9
AT3G26360	2	0	5	3	3	1	5	4	13	11	17	12	8	2	13	1	9	2	12	2	1	15	6	16	12	24	5	15	3	7	6	13	1	10
AT3G26370	2	1	7	3	6	6	8	4	12	9	12	13	35	16	14	8	19	11	20	9	2	11	4	21	6	16	15	47	5	40	15	33	20	62
AT3G26380	23	11	22	13	20	10	202	40	210	44	216	48	824	240	614	189	601	175	587	157	80	124	103	172	97	176	264	784	256	752	242	692	248	752
AT3G26400	20	23	38	17	26	15	87	73	128	81	104	72	224	109	185	87	185	75	191	82	50	128	86	221	84	207	84	297	78	286	71	290	76	271
AT3G26410	2	1	6	0	5	1	17	6	10	9	12	6	38	14	33	5	23	11	22	9	5	10	6	14	5	13	30	33	12	39	22	33	32	35
AT3G26430	66	21	68	12	64	26	283	126	363	136	415	146	371	126	315	106	330	109	270	102	162	220	202	297	209	313	130	317	118	242	119	260	108	247
AT3G26483	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
AT3G26510	1	0	1	0	1	1	24	13	24	9	20	13	60	17	48	10	38	16	46	5	5	22	10	41	10	29	2	35	5	24	3	31	5	25
AT3G26540	7	7	15	8	10	8	31	17	24	30	32	29	108	19	67	18	73	23	59	12	8	22	24	33	16	36	36	71	26	62	20	53	20	55
AT3G26590	4	3	1	2	0	2	4	3	5	3	3	7	3	0	0	0	1	0	1	0	6	8	6	7	9	6	2	20	2	17	2	11	4	11
AT3G26612	2	0	0	0	0	0	3	0	3	0	6	0	15	0	4	0	11	0	11	0	2	2	2	3	2	1	1	4	2	2	2	7	3	1
AT3G26618	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G26630	0	1	0	0	0	1	5	2	4	5	12	7	8	4	8	1	9	6	14	6	3	4	1	5	0	3	7	19	3	24	6	11	5	11
AT3G26680	2	2	2	0	0	0	1	1	2	0	0	1	5	0	2	0	3	3	6	1	0	2	0	1	0	1	0	7	0	9	0	10	0	5
AT3G26690	1	0	1	0	1	0	11	6	13	6	16	5	55	24	38	18	58	17	50	13	6	7	7	9	11	6	22	29	28	31	17	31	24	38
AT3G26710	1	1	1	1	1	0	3	1	0	2	2	2	7	5	7	5	6	3	5	3	1	0	0	1	2	6	7	17	5	19	8	11	3	8
AT3G26720	3	5	2	1	1	2	27	16	17	17	26	18	61	31	45	29	47	23	43	22	13	48	16	35	19	40	25	114	24	77	24	66	20	65
AT3G26730	23	9	21	8	17	6	67	36	73	43	63	57	94	40	72	32	83	44	106	42	25	78	17	99	22	98	38	138	35	126	40	126	32	114
AT3G26742	0	1	1	1	1	1	4	1	6	3	0	5	8	4	9	5	7	3	12	2	0	3	4	3	5	2	6	7	4	6	1	6	3	9
AT3G26744	11	8	7	6	11	5	30	17	47	14	42	17	171	48	117	44	118	42	127	37	18	28	20	44	41	60	107	70	114	79	100	76	103	94
AT3G26790	11	4	8	4	12	6	36	32	47	33	32	40	133	117	117	99	102	98	112	84	7	38	13	65	31	51	44	72	52	87	58	78	61	82
AT3G26820	0	1	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	2	1	2	0	1	0	0	0	1	0	4	0	0
AT3G26840	2	1	1	1	0	0	2	1	1	1	2	1	2	0	3	1	1	0	0	0	0	2	1	4	0	3	0	1	1	6	1	2	0	4
AT3G26890	1	1	4	3	1	2	13	7	12	5	18	9	26	2	16	7	22	5	18	6	4	17	7	17	4	17	6	27	9	8	6	12	6	19
AT3G26900	2	1	2	1	0	1	1	0	5	2	2	0	3	2	0	5	4	1	0	0	0	2	0	1	0	0	2	2	0	3	0	1	2	0
AT3G26910	2	1	1	0	1	0	7	6	14	9	17	10	53	12	42	11	38	11	40	12	6	14	7	17	10	15	17	49	14	43	16	42	18	59
AT3G26920	1	0	0	1	0	0	3	4	5	4	10	3	15	7	11	6	15	6	13	6	2	6	4	8	4	5	4	21	6	25	10	23	10	24
AT3G26922	5	2	5	8	3	7	4	3	6	7	5	6	11	21	10	16	15	9	13	5	2	2	1	13	3	13	7	27	7	31	1	41	6	36
AT3G26980	1	0	0	0	0	0	0	0	1	0	0	0	2	2	5	3	2	5	11	2	1	0	0	0	0	1	4	13	4	7	3	10	3	11
AT3G26990	3	0	3	0	7	1	23	5	21	11	20	4	16	7	11	4	15	9	22	10	16	34	18	50	15	44	18	21	7	9	5	8	6	12
AT3G27010	2	1	4	0	4	1	10	2	4	1	10	1	13	8	4	4	9	2	10	5	2	7	2	5	1	2	6	10	3	6	5	8	8	15
AT3G27020	1	0	1	0	1	0	0	0	3	2	3	0	9	1	7	1	4	1	4	1	0	1	3	1	1	5	2	6	0	2	0	7	3	4
AT3G27050	2	3	2	0	1	0	5	0	12	0	10	2	0	4	1	0	1	1	2	0	4	0	4	5	1	2	4	0	1	2	2	2	0	2
AT3G27060	15	6	15	8	16	5	11	14	17	11	9	21	12	6	3	8	12	5	3	2	10	16	5	21	6	19	24	42	23	31	10	40	19	34
AT3G27080	1	0	5	0	0	1	8	3	11	4	4	2	12	3	9	0	7	2	6	3	2	5	1	7	3	5	1	9	1	8	4	4	1	6
AT3G27130	1	0	0	1	0	0	2	1	5	1	1	1	3	1	8	0	5	0	3	1	2	3	0	4	0	1	0	5	2	2	3	4	1	2
AT3G27190	3	1	0	0	0	0	2	1	5	2	10	1	19	11	14	9	12	8	11	7	2	5	4	4	0	2	6	11	9	19	4	16	4	14
AT3G27240	2	0	1	1	0	0	3	1	4	1	5	2	8	1	6	4	11	5	9	0	0	3	3	3	0	4	13	20	8	11	6	10	8	9
AT3G27280	5	1	2	0	3	2	3	3	5	4	4	1	26	9	20	10	15	7	15	10	4	1	3	1	3	5	13	39	6	28	8	30	12	24
AT3G27290	13	4	13	5	21	5	19	6	14	9	22	4	35	11	25	3	21	4	24	3	9	11	13	17	12	19	11	20	6	15	7	27	7	23
AT3G27300	1	1	2	0	1	1	3	1	2	0	2	0	19	0	11	0	5	0	10	2	1	2	0	2	1	2	4	20	3	10	2	17	1	13
AT3G27310	1	0	0	2	0	1	3	0	3	1	2	1	9	3	3	0	4	0	9	2	0	3	1	4	1	3	3	3	3	3	1	4	3	7
AT3G27330	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	1	1	1	0	0	3
AT3G27350	8	0	8	0	7	0	52	19	76	28	92	29	165	13	128	13	120	17	128	21	12	33	20	46	14	46	8	120	13	122	12	122	19	121
AT3G27380	4	2	1	2	3	5	18	6	22	11	23	8	19	7	19	1	19	3	15	1	5	9	8	10	8	13	10	11	10	10	13	19	8	22
AT3G27420	5	5	8	2	1	5	23	9	27	15	23	14	33	7	23	10	21	8	14	7	17	18	10	29	10	24	10	25	15	28	8	38	8	33
AT3G27430	28	8	17	8	24	17	93	42	136	43	118	49	168	46	129	35	134	31	131	33	67	76	71	92	71	104	73	164	69	132	90	129	81	167
AT3G27440	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	1	0	0	1	2	0	1	0	2	0	1	0	0	0
AT3G27460	1	0	3	1	1	1	42	24	54	30	57	18	98	32	81	31	83	27	90	21	12	42	8	44	10	51	35	121	31	144	37	130	29	121
AT3G27470	4	0	14	1	4	6	26	14	30	14	33	13	70	22	36	14	39	17	42	9	15	25	20	43	31	30	36	33	32	45	27	41	25	43
AT3G27520	1	1	0	0	0	1	4	8	4	14	3	4	9	16	8	15	10	7	6	13	6	15	6	16	4	15	8	55	8	51	12	59	9	51
AT3G27530	71	36	69	38	90	36	252	143	302	174	294	194	495	216	348	158	334	147	334	148	122	331	159	389	141	409	217	619	193	572	191	589	183	609
AT3G27550	3	1	4	0	2	2	14	11	27	6	23	9	37	19	32	12	37	18	31	12	8	19	17	19	7	27	16	25	7	22	11	31	9	37
AT3G27560	3	3	3	3	8	4	42	20	66	18	85	19	260	61	202	62	211	50	201	55	16	60	26	68	22	81	55	207	50	214	55	217	52	215
AT3G27570	2	2	6	1	7	5	29	9	32	15	41	15	65	22	63	14	72	12	55	11	20	26	14	36	18	33	18	73	20	98	7	87	12	78
AT3G27610	10	1	11	0	11	0	22	2	35	2	32	3	49	1	34	2	38	0	30	4	11	7	17	7	17	7	7	8	12	5	21	10	14	18
AT3G27820	6	4	2	1	2	2	102	38	110	63	121	62	120	30	94	26	95	24	109	38	33	86	37	126	47	147	23	133	13	85	11	109	14	112
AT3G27831	0	5	1	0	0	0	2	0	1	4	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	3	0	0
AT3G27850	5	0	2	1	0	0	18	14	15	17	12	9	16	10	13	6	17	9	13	9	3	9	6	14	4	22	6	18	9	13	8	11	7	15
AT3G27860	25	0	17	1	11	0	36	14	20	15	27	24	53	16	37	7	31	11	50	8	10	16	12	15	14	15	16	22	19	23	16	34	25	33
AT3G27865	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
AT3G27870	14	0	18	1	12	3	87	20	86	37	115	22	174	50	130	38	111	41	111	35	39	68	56	112	56	107	51	242	40	214	40	227	55	220
AT3G27880	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	3
AT3G27906	1	0	2	0	2	0	14	3	13	3	7	3	15	2	12	3	14	0	12	3	2	2	5	2	1	5	4	3	12	3	7	4	8	1
AT3G27930	0	1	1	0	1	0	4	1	7	1	8	1	16	6	12	2	13	2	10	7	2	2	1	7	1	10	4	21	4	22	6	17	12	15
AT3G27960	3	0	4	0	2	0	150	1	190	1	177	1	190	1	146	2	181	3	172	2	0	53	3	63	2	65	1	267	5	249	1	235	3	241
AT3G27990	2	0	0	0	0	0	6	0	8	0	2	0	16	0	11	0	9	0	12	0	1	0	1	0	3	0	4	0	4	0	5	1	5	0
AT3G28030	4	2	2	5	5	4	37	13	34	21	34	21	72	23	69	14	85	13	79	11	20	33	17	37	17	43	30	74	29	79	36	71	23	93
AT3G28040	15	9	11	3	8	7	37	17	55	22	48	14	39	22	28	19	26	14	23	13	9	8	15	10	8	10	10	9	13	11	18	13	17	9
AT3G28140	1	0	0	0	0	2	2	2	9	2	11	4	16	4	9	2	5	5	14	3	0	6	4	8	4	14	5	10	2	11	4	26	6	20
AT3G28150	70	21	76	18	85	18	671	307	860	369	868	386	599	245	479	167	468	178	508	164	399	587	514	772	530	815	296	362	269	337	257	330	247	305
AT3G28155	1	0	4	0	1	1	6	0	4	1	7	1	2	1	0	3	3	0	5	1	3	1	2	5	1	3	3	4	2	1	3	6	0	4
AT3G28180	0	1	1	2	2	1	17	10	13	17	19	8	35	22	29	19	13	14	17	12	8	44	9	46	9	54	7	75	11	77	12	60	12	54
AT3G28340	1	0	0	0	0	0	2	0	4	0	8	0	20	3	14	4	16	2	14	3	0	1	0	2	1	2	1	25	0	35	1	29	0	22
AT3G28360	1	0	0	0	1	0	18	0	39	0	45	0	123	0	117	1	121	1	86	2	0	1	0	0	0	0	1	0	2	3	1	3	1	5
AT3G28430	6	0	6	1	4	2	15	9	17	4	10	1	19	5	14	4	19	3	14	3	7	8	6	15	9	10	8	15	10	9	6	8	3	11
AT3G28500	161	59	179	40	170	51	790	213	1055	229	1039	253	1465	222	1054	150	1094	141	1081	136	426	603	533	799	530	787	624	1271	596	1370	615	1335	632	1345
AT3G28540	10	3	10	4	13	0	173	32	240	50	217	47	91	18	89	14	93	17	67	17	105	76	155	99	160	102	105	49	110	61	103	53	107	59
AT3G28670	4	0	5	0	7	2	5	3	14	5	11	7	20	7	18	5	14	7	14	6	2	4	4	11	4	10	8	20	2	16	8	22	10	18
AT3G28690	0	1	0	0	3	0	3	3	3	1	3	1	35	27	25	7	18	14	19	11	1	1	2	10	1	9	5	22	3	25	4	20	8	13
AT3G28705	0	1	0	0	0	0	0	0	2	1	1	1	1	1	0	0	0	3	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
AT3G28715	9	3	11	3	6	4	21	11	36	18	28	14	27	11	27	19	23	9	17	6	7	19	11	32	10	25	8	36	5	23	8	19	10	23
AT3G28720	10	12	24	5	11	9	37	12	33	19	36	17	195	61	128	37	156	42	146	46	12	30	16	52	17	36	50	191	74	205	45	228	64	205
AT3G28750	0	8	0	11	0	11	14	1	19	5	28	7	43	24	34	19	32	20	29	21	58	94	70	125	80	129	13	6	11	4	11	5	12	5
AT3G28860	271	133	250	124	273	120	192	93	298	149	253	139	229	150	199	128	188	146	184	124	115	230	149	274	154	317	180	471	172	473	184	467	228	460
AT3G28900	5	2	2	1	1	3	21	19	39	23	33	26	48	28	32	21	37	21	27	19	11	23	12	21	22	40	33	47	34	35	38	36	33	46
AT3G28940	9	1	6	1	5	0	50	3	62	13	64	3	150	15	118	11	96	13	89	21	18	7	31	10	20	8	36	33	35	37	40	31	46	47
AT3G28950	2	1	1	0	1	0	43	3	64	3	59	4	434	15	326	13	303	6	294	13	29	3	37	9	38	13	74	145	68	137	80	158	86	163
AT3G28960	2	0	3	0	8	0	6	2	7	2	6	0	11	0	7	0	3	0	5	2	0	8	1	8	0	7	2	43	4	44	1	40	1	57
AT3G28970	6	3	6	5	6	4	33	15	47	16	51	17	69	24	62	9	47	13	48	22	27	50	27	62	38	50	21	86	20	60	24	69	15	72
AT3G28990	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT3G29035	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G29090	8	3	14	8	14	5	145	36	174	46	174	45	210	75	156	42	146	39	154	63	51	97	56	150	59	147	66	165	57	158	52	136	66	155
AT3G29180	5	6	3	2	8	5	18	11	26	18	22	13	57	20	45	22	41	20	32	19	10	24	3	17	10	28	11	78	26	82	18	76	29	73
AT3G29185	2	2	0	0	0	0	18	8	28	8	22	5	23	6	11	0	15	2	16	6	7	18	6	16	6	22	8	21	14	6	12	22	9	13
AT3G29290	1	0	0	0	2	2	6	1	3	4	7	3	18	8	11	2	18	8	14	3	1	2	3	6	4	4	4	15	4	19	6	16	7	14
AT3G29300	5	3	5	3	4	2	17	13	25	19	32	23	10	4	6	3	5	2	9	5	12	27	15	36	16	29	3	14	2	5	5	3	8	10
AT3G29310	17	3	22	9	16	10	129	70	183	86	200	90	252	107	195	80	173	81	172	97	71	174	92	212	68	240	128	346	114	331	115	346	135	339
AT3G29320	4	1	5	2	4	1	25	11	26	8	31	20	50	25	31	21	37	23	46	11	8	24	11	30	12	37	28	71	30	49	35	47	30	50
AT3G29360	2	1	4	2	2	3	11	3	9	6	16	3	25	5	18	3	17	5	19	6	2	7	4	16	3	13	2	36	6	37	3	40	2	30
AT3G29375	8	5	10	0	6	2	34	27	69	24	55	30	66	27	46	41	44	33	49	34	27	30	27	38	20	36	35	58	27	55	19	66	26	53
AT3G29390	4	3	3	1	4	1	12	17	21	10	14	12	27	8	18	10	34	8	18	12	15	31	13	36	9	40	6	29	6	21	7	22	6	20
AT3G29400	2	6	5	3	4	2	16	4	11	11	7	6	63	26	52	25	39	12	40	12	7	3	6	12	5	10	15	87	16	59	11	74	13	70
AT3G29575	4	3	6	7	4	6	32	39	36	47	43	47	37	29	39	19	38	34	38	18	15	57	19	70	31	85	14	28	4	25	11	28	7	32
AT3G29633	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
AT3G29767	0	2	0	1	0	0	0	0	0	0	0	1	2	0	0	1	0	1	1	0	1	0	0	2	0	5	0	5	0	0	0	1	0	0
AT3G29770	10	4	1	2	5	2	10	2	11	3	22	4	12	8	1	2	5	4	7	2	3	8	3	20	6	15	5	13	4	15	7	13	4	13
AT3G29810	0	1	0	2	1	1	2	4	8	9	13	2	34	5	25	9	30	5	33	4	5	15	4	18	7	13	7	50	10	47	6	32	6	48
AT3G30280	0	1	0	0	1	0	2	1	5	0	5	1	5	1	0	0	4	0	1	0	3	0	2	0	0	2	4	1	0	0	1	5	3	0
AT3G30290	0	1	0	0	0	0	0	1	0	2	0	2	12	22	8	23	6	26	4	20	0	4	0	16	0	10	8	80	5	70	5	72	10	67
AT3G30300	14	1	9	4	17	4	94	40	122	63	125	67	271	218	222	160	233	177	238	179	55	127	65	143	60	179	71	393	65	346	70	380	71	373
AT3G30380	13	4	20	12	11	4	138	52	130	51	156	50	323	94	282	83	282	72	263	59	42	105	62	156	50	136	83	363	102	334	94	380	99	350
AT3G30390	375	185	373	194	334	179	1446	559	1823	688	1780	697	3180	743	2490	555	2531	581	2322	521	634	980	809	1283	884	1261	1040	2505	853	2312	896	2219	886	2290
AT3G30720	2	0	2	0	2	0	16	0	13	0	15	0	20	0	13	0	17	0	9	0	0	0	1	0	3	0	0	0	3	0	2	0	2	0
AT3G30737	1	0	4	0	2	0	4	0	5	0	5	0	8	0	6	1	7	1	2	0	2	1	4	5	2	4	0	4	0	0	4	2	0	0
AT3G30775	47	40	56	28	47	38	929	270	1156	292	1150	299	1358	198	1142	170	1053	138	1066	157	228	459	290	633	324	613	280	1365	186	1099	188	1143	207	1166
AT3G30842	7	8	13	3	9	5	6	5	11	8	10	12	16	22	14	13	15	9	20	12	1	11	7	14	4	14	16	33	8	26	14	34	8	23
AT3G32925	1	0	1	0	1	0	1	0	1	0	0	0	4	0	4	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT3G32930	8	3	13	1	4	2	109	18	148	22	133	13	55	9	53	7	37	9	37	15	39	25	37	13	26	25	33	25	30	28	26	24	21	19
AT3G32940	8	16	8	13	9	9	93	34	129	63	116	63	146	43	110	25	113	43	116	31	56	136	72	171	64	155	24	131	29	114	34	127	32	117
AT3G33530	148	57	158	65	147	78	278	173	321	183	323	210	424	194	356	147	322	132	304	155	113	365	167	501	175	498	110	589	113	479	121	489	114	510
AT3G36659	1	1	0	0	0	1	6	11	4	13	6	10	4	13	3	10	5	6	4	8	1	23	9	16	3	18	5	13	2	8	3	14	1	9
AT3G42052	9	3	8	1	7	3	107	38	157	42	136	64	69	10	55	15	69	10	58	8	52	58	75	70	63	84	15	56	8	60	19	65	17	51
AT3G42150	3	0	2	0	2	2	19	9	14	10	20	6	9	5	5	5	7	3	5	1	4	9	8	16	10	20	5	12	3	13	3	9	0	5
AT3G42630	1	0	0	0	0	0	2	0	2	0	3	1	8	1	4	0	6	1	2	1	1	3	0	1	1	2	2	2	0	0	1	2	0	1
AT3G42640	0	3	3	5	0	4	7	9	21	20	11	10	15	12	11	6	22	8	12	10	15	42	15	41	10	62	9	18	6	12	1	17	2	22
AT3G42658	0	7	0	10	0	11	0	65	0	84	0	82	4	79	2	58	6	62	3	38	0	132	2	136	2	146	1	266	1	226	0	212	0	244
AT3G42660	10	2	5	4	8	3	27	11	23	12	32	19	37	22	29	26	40	23	39	14	10	21	18	37	13	31	36	89	27	46	25	74	23	57
AT3G42670	5	4	10	6	17	1	37	12	39	18	38	21	32	9	20	5	14	5	21	8	16	19	23	31	16	38	23	39	12	40	23	24	23	33
AT3G42725	48	21	48	20	39	20	39	17	39	31	47	26	54	31	41	29	43	28	40	21	24	28	21	38	22	41	34	65	27	48	39	58	34	43
AT3G42830	0	1	0	1	3	0	0	0	3	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
AT3G42836	0	1	0	1	0	0	0	0	3	0	0	0	2	1	0	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT3G42850	5	3	5	1	3	4	24	5	21	9	16	7	20	4	16	1	17	1	12	2	5	10	12	23	10	19	7	10	2	8	3	11	5	3
AT3G42950	3	0	0	1	1	0	0	0	0	1	3	0	6	1	4	0	6	0	3	2	0	0	0	0	0	0	0	1	1	1	3	1	1	3
AT3G43210	27	10	17	17	22	9	129	45	138	69	142	67	126	47	88	41	95	30	81	30	65	111	95	143	73	135	79	122	64	106	67	98	69	113
AT3G43220	6	3	5	4	4	3	16	9	28	10	25	12	47	10	42	15	39	3	42	11	10	7	18	21	10	14	11	33	22	26	9	26	13	26
AT3G43240	13	6	9	4	9	7	9	5	9	7	14	10	52	16	31	15	37	26	36	16	5	12	7	13	5	10	18	65	11	59	13	61	10	59
AT3G43270	1	0	0	0	0	0	5	9	1	10	8	2	21	38	30	15	30	22	21	22	7	11	6	7	8	6	17	48	11	15	9	40	23	48
AT3G43280	5	0	4	0	2	1	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	2	0	5	0	0	0	1	0	1	0	1	0	0
AT3G43290	6	2	3	1	3	2	1	0	0	1	2	0	7	1	4	1	1	0	2	0	0	2	3	5	1	7	0	7	0	3	0	7	0	4
AT3G43300	35	23	45	12	50	28	92	55	141	62	114	48	139	42	136	41	139	53	155	47	34	112	57	99	40	118	71	207	64	167	61	187	56	190
AT3G43302	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	2	0	2	0	0	0	3	0	0	0	0	0	1
AT3G43430	1	0	0	0	0	0	4	1	3	1	2	0	11	0	7	2	1	2	2	0	0	0	2	0	1	1	0	2	2	1	1	2	0	0
AT3G43490	9	0	6	0	6	0	1	0	5	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G43505	4	2	1	1	1	0	12	7	9	8	7	5	0	1	2	0	2	3	2	2	5	7	5	8	6	12	2	9	3	13	0	12	3	15
AT3G43520	1	0	1	2	0	1	8	4	10	1	12	3	20	5	22	3	13	5	17	6	3	3	12	3	3	2	8	19	9	16	12	16	12	11
AT3G43540	8	2	11	2	15	3	17	5	42	6	31	4	30	7	30	9	30	6	28	9	8	13	9	13	9	11	13	27	14	14	8	20	7	22
AT3G43590	2	0	1	2	2	0	8	6	25	11	10	11	31	17	24	12	24	9	24	11	8	12	9	20	8	25	22	33	19	32	27	44	16	44
AT3G43600	3	1	1	1	3	3	19	8	23	8	23	7	20	19	17	10	16	11	30	4	3	24	12	25	8	35	8	28	7	17	3	21	4	15
AT3G43670	4	0	1	0	1	0	8	1	4	0	3	0	6	0	11	0	9	0	8	0	3	0	1	0	3	1	7	10	7	1	7	0	6	1
AT3G43690	38	0	39	0	34	0	74	0	70	1	86	0	81	0	64	0	56	0	55	1	54	0	71	0	71	0	22	0	18	0	20	0	12	0
AT3G43810	2	0	1	0	5	2	27	15	21	11	26	20	23	12	25	9	11	9	17	6	12	38	14	30	5	31	22	47	17	45	18	49	12	51
AT3G43920	1	5	3	7	5	4	15	18	24	25	19	24	38	74	41	56	33	52	47	58	13	26	2	48	9	41	26	100	16	87	27	123	15	109
AT3G43930	1	1	0	0	0	0	0	0	1	0	1	2	3	4	2	3	4	1	3	3	0	2	0	1	0	2	1	1	0	5	1	2	0	1
AT3G43960	29	2	20	1	21	1	135	5	179	11	167	8	159	13	135	7	143	9	103	7	24	5	23	9	27	4	60	12	49	15	74	14	71	12
AT3G43980	0	1	0	1	0	0	2	3	3	4	2	1	8	5	5	6	6	10	6	2	1	9	0	5	2	3	5	21	6	15	12	24	5	28
AT3G44010	6	5	3	1	5	7	23	27	46	27	47	40	78	53	62	31	65	26	65	28	17	37	20	44	19	39	51	118	37	115	35	132	52	120
